MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_413;Rho_wn_IS_441;Rho_wn_IS_489;Rho_wn_IS_551;Rho_wn_IS_668;Rho_wn_IS_869;LwN_IS_413;LwN_IS_441;LwN_IS_489;LwN_IS_530;LwN_IS_551;LwN_IS_668;LwN_IS_869;ExactWavelength_IS_413;ExactWavelength_IS_441;ExactWavelength_IS_489;ExactWavelength_IS_530;ExactWavelength_IS_551;ExactWavelength_IS_668;ExactWavelength_IS_869;AERONET_chla_IS;Surf_press_IS;Wind_speed_IS;O3_IS
CoveSEAPRISM_37_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060518T113158Z;P10000100;M110100101110010101;    21.000;    72.201;       0.007857;       0.008642;       0.014682;       0.019037;       0.005922;       0.001491;       0.429555;       0.512798;       0.895359;       1.617247;       1.133268;       0.286534;       0.044737;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       3.657211;     998.346008;       6.910695;     342.087830
CoveSEAPRISM_38_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060518T130108Z;P10000100;M110100101110010101;    21.000;    54.314;       0.010043;       0.010609;       0.015914;       0.021018;       0.005863;       0.000929;       0.549062;       0.629511;       0.970487;       1.584675;       1.251170;       0.283671;       0.027874;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       3.845954;     998.094299;       7.500176;     342.058594
CoveSEAPRISM_39_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060518T133301Z;P10000100;M110100101110010101;    21.000;    47.930;       0.007389;       0.010039;       0.015745;       0.021258;       0.006071;       0.001003;       0.403974;       0.595695;       0.960206;       1.552621;       1.265479;       0.293728;       0.030090;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       4.067598;     997.981689;       7.789084;     342.048126
CoveSEAPRISM_40_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060519T110241Z;P10000100;M110100101110010101;    21.000;    77.724;       0.004650;       0.006894;       0.011613;       0.018474;       0.002869;       0.001689;       0.254212;       0.409056;       0.708183;       1.326712;       1.099738;       0.138825;       0.050651;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       6.282572;     999.324524;       7.019875;     341.625000
CoveSEAPRISM_41_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060519T123111Z;P10000100;M110100101110010101;    21.000;    60.207;       0.008701;       0.010609;       0.016829;       0.018973;       0.006949;       0.001589;       0.475701;       0.629494;       1.026311;       1.430619;       1.129460;       0.336185;       0.047653;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.572792;     999.822327;       7.377136;     341.595978
CoveSEAPRISM_42_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060527T133344Z;P10000100;M110100101110010101;    21.000;    47.170;       0.009471;       0.010088;       0.014094;       0.016251;       0.004265;       0.000740;       0.517776;       0.598578;       0.859537;       1.173651;       0.967397;       0.206358;       0.022184;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.728774;    1003.713623;       5.927188;     337.795837
CoveSEAPRISM_43_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060630T151221Z;P10000100;M110100101110010101;    21.000;    28.153;       0.002219;       0.008820;       0.014380;       0.015398;       0.002935;            NaN;       0.121302;       0.523361;       0.876933;       0.958784;       0.916637;       0.141980;      -0.003449;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.264956;    1013.985657;       3.925729;     324.083435
CoveSEAPRISM_44_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060630T153950Z;P10000100;M110100101110010101;    21.000;    23.280;       0.002840;       0.010144;       0.015562;       0.017793;       0.002441;            NaN;       0.155244;       0.601932;       0.949036;       1.191373;       1.059224;       0.118118;      -0.010475;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.666386;    1014.051697;       3.754174;     324.077332
CoveSEAPRISM_45_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060630T161220Z;P10000100;M110100101110010101;    21.000;    18.050;       0.003725;       0.010355;       0.016176;       0.017967;       0.003297;       0.000459;       0.203634;       0.614452;       0.986454;       1.144499;       1.069542;       0.159497;       0.013764;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       2.480495;    1014.129822;       3.551305;     324.070099
CoveSEAPRISM_46_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060701T151233Z;P10000100;M110100101110010101;    21.000;    28.258;       0.000350;       0.008095;       0.014097;       0.019578;       0.004368;       0.000979;       0.019146;       0.480368;       0.859691;       1.311712;       1.165448;       0.211314;       0.029374;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       4.368366;    1018.310425;       2.766854;     323.763367
CoveSEAPRISM_47_b_oc;CoveSEAPRISM;GregSchuster;    36.900;   -75.710;20060701T154002Z;P10000100;M110100101110010101;    21.000;    23.216;       0.001532;       0.006315;       0.013748;       0.020224;       0.004510;            NaN;       0.083763;       0.374695;       0.838413;       1.325848;       1.203894;       0.218224;      -0.012306;     413.000000;     441.799988;     489.299988;     530.599976;     551.599976;     668.200012;     869.900024;       5.062864;    1018.313110;       2.938363;     323.757263
