pixel (FR) \ band	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
1839	1715.82	1884.74	1930.61	1926.12	1801.04	1650.13	1531.25	1471.07	1406.52	1266.14	1249.98	1176.16	959.00	929.69	895.30
1840	1715.81	1884.71	1930.59	1926.13	1801.05	1650.13	1531.25	1471.07	1406.53	1266.14	1249.98	1176.16	959.00	929.69	895.31
1841	1715.81	1884.68	1930.58	1926.15	1801.06	1650.14	1531.25	1471.08	1406.53	1266.14	1249.99	1176.17	958.99	929.69	895.31
1842	1715.80	1884.65	1930.57	1926.16	1801.07	1650.14	1531.26	1471.08	1406.54	1266.14	1249.99	1176.17	958.99	929.69	895.31
1843	1715.80	1884.62	1930.56	1926.18	1801.08	1650.14	1531.26	1471.09	1406.55	1266.14	1249.99	1176.18	958.99	929.69	895.31
1844	1715.79	1884.59	1930.55	1926.19	1801.09	1650.14	1531.26	1471.09	1406.55	1266.14	1249.99	1176.18	958.99	929.69	895.31
1845	1715.79	1884.56	1930.53	1926.20	1801.10	1650.15	1531.26	1471.10	1406.56	1266.14	1249.99	1176.19	958.98	929.69	895.31
1846	1715.78	1884.53	1930.52	1926.22	1801.11	1650.15	1531.26	1471.11	1406.57	1266.14	1249.99	1176.19	958.98	929.69	895.31
1847	1715.78	1884.50	1930.51	1926.23	1801.12	1650.15	1531.27	1471.11	1406.57	1266.14	1250.00	1176.20	958.98	929.69	895.31
1848	1715.77	1884.47	1930.50	1926.25	1801.13	1650.16	1531.27	1471.12	1406.58	1266.14	1250.00	1176.20	958.98	929.69	895.31
1849	1715.77	1884.44	1930.49	1926.26	1801.14	1650.16	1531.27	1471.12	1406.59	1266.14	1250.00	1176.21	958.97	929.69	895.31
1850	1715.76	1884.41	1930.47	1926.28	1801.15	1650.16	1531.27	1471.13	1406.60	1266.14	1250.00	1176.21	958.97	929.69	895.31
1851	1715.76	1884.38	1930.46	1926.29	1801.16	1650.17	1531.27	1471.13	1406.60	1266.14	1250.00	1176.22	958.97	929.69	895.32
1852	1715.75	1884.35	1930.45	1926.31	1801.17	1650.17	1531.28	1471.14	1406.61	1266.14	1250.00	1176.22	958.97	929.69	895.32
1853	1715.75	1884.32	1930.44	1926.32	1801.18	1650.17	1531.28	1471.14	1406.62	1266.14	1250.01	1176.23	958.96	929.69	895.32
1854	1715.74	1884.29	1930.43	1926.34	1801.20	1650.18	1531.28	1471.15	1406.62	1266.14	1250.01	1176.24	958.96	929.69	895.32
1855	1715.74	1884.26	1930.41	1926.35	1801.21	1650.18	1531.28	1471.15	1406.63	1266.14	1250.01	1176.24	958.96	929.70	895.32
1856	1715.73	1884.23	1930.40	1926.36	1801.22	1650.18	1531.28	1471.16	1406.64	1266.14	1250.01	1176.25	958.95	929.70	895.32
1857	1715.73	1884.20	1930.39	1926.38	1801.23	1650.19	1531.29	1471.16	1406.64	1266.13	1250.01	1176.25	958.95	929.70	895.32
1858	1715.72	1884.17	1930.38	1926.39	1801.24	1650.19	1531.29	1471.17	1406.65	1266.13	1250.01	1176.26	958.95	929.70	895.32
1859	1715.72	1884.14	1930.37	1926.41	1801.25	1650.19	1531.29	1471.18	1406.66	1266.13	1250.02	1176.26	958.95	929.70	895.32
1860	1715.71	1884.11	1930.35	1926.42	1801.26	1650.19	1531.29	1471.18	1406.67	1266.13	1250.02	1176.27	958.94	929.70	895.32
1861	1715.70	1884.08	1930.34	1926.44	1801.27	1650.20	1531.29	1471.19	1406.67	1266.13	1250.02	1176.27	958.94	929.70	895.32
1862	1715.70	1884.05	1930.33	1926.45	1801.28	1650.20	1531.30	1471.19	1406.68	1266.13	1250.02	1176.28	958.94	929.70	895.32
1863	1715.69	1884.02	1930.32	1926.47	1801.29	1650.20	1531.30	1471.20	1406.69	1266.13	1250.02	1176.28	958.94	929.70	895.33
1864	1715.69	1883.99	1930.31	1926.48	1801.30	1650.21	1531.30	1471.20	1406.69	1266.13	1250.03	1176.29	958.93	929.70	895.33
1865	1715.68	1883.96	1930.29	1926.49	1801.31	1650.21	1531.30	1471.21	1406.70	1266.13	1250.03	1176.29	958.93	929.70	895.33
1866	1715.68	1883.93	1930.28	1926.51	1801.32	1650.21	1531.30	1471.21	1406.71	1266.13	1250.03	1176.30	958.93	929.70	895.33
1867	1715.67	1883.90	1930.27	1926.52	1801.33	1650.22	1531.30	1471.22	1406.71	1266.13	1250.03	1176.30	958.92	929.70	895.33
1868	1715.67	1883.87	1930.26	1926.54	1801.34	1650.22	1531.31	1471.22	1406.72	1266.13	1250.03	1176.31	958.92	929.70	895.33
1869	1715.66	1883.84	1930.25	1926.55	1801.35	1650.22	1531.31	1471.23	1406.73	1266.13	1250.03	1176.31	958.92	929.70	895.33
1870	1715.66	1883.81	1930.24	1926.57	1801.36	1650.23	1531.31	1471.23	1406.74	1266.13	1250.04	1176.32	958.92	929.70	895.33
1871	1715.65	1883.78	1930.22	1926.58	1801.37	1650.23	1531.31	1471.24	1406.74	1266.13	1250.04	1176.33	958.91	929.71	895.33
1872	1715.65	1883.75	1930.21	1926.60	1801.38	1650.23	1531.31	1471.24	1406.75	1266.13	1250.04	1176.33	958.91	929.71	895.33
1873	1715.64	1883.72	1930.20	1926.61	1801.39	1650.24	1531.32	1471.25	1406.76	1266.13	1250.04	1176.34	958.91	929.71	895.33
1874	1715.64	1883.69	1930.19	1926.62	1801.40	1650.24	1531.32	1471.26	1406.76	1266.13	1250.04	1176.34	958.91	929.71	895.33
1875	1715.63	1883.66	1930.18	1926.64	1801.41	1650.24	1531.32	1471.26	1406.77	1266.13	1250.05	1176.35	958.90	929.71	895.34
1876	1715.63	1883.63	1930.17	1926.65	1801.42	1650.25	1531.32	1471.27	1406.78	1266.13	1250.05	1176.35	958.90	929.71	895.34
1877	1715.62	1883.60	1930.15	1926.67	1801.43	1650.25	1531.32	1471.27	1406.78	1266.12	1250.05	1176.36	958.90	929.71	895.34
1878	1715.62	1883.57	1930.14	1926.68	1801.44	1650.25	1531.33	1471.28	1406.79	1266.12	1250.05	1176.36	958.89	929.71	895.34
1879	1715.61	1883.54	1930.13	1926.70	1801.45	1650.25	1531.33	1471.28	1406.80	1266.12	1250.05	1176.37	958.89	929.71	895.34
1880	1715.60	1883.51	1930.12	1926.71	1801.46	1650.26	1531.33	1471.29	1406.80	1266.12	1250.05	1176.37	958.89	929.71	895.34
1881	1715.60	1883.48	1930.11	1926.72	1801.47	1650.26	1531.33	1471.29	1406.81	1266.12	1250.06	1176.38	958.89	929.71	895.34
1882	1715.59	1883.45	1930.10	1926.74	1801.48	1650.26	1531.33	1471.30	1406.82	1266.12	1250.06	1176.38	958.88	929.71	895.34
1883	1715.59	1883.42	1930.09	1926.75	1801.49	1650.27	1531.34	1471.30	1406.83	1266.12	1250.06	1176.39	958.88	929.71	895.34
1884	1715.58	1883.39	1930.07	1926.77	1801.50	1650.27	1531.34	1471.31	1406.83	1266.12	1250.06	1176.39	958.88	929.71	895.34
1885	1715.58	1883.36	1930.06	1926.78	1801.51	1650.27	1531.34	1471.31	1406.84	1266.12	1250.06	1176.40	958.87	929.71	895.34
1886	1715.57	1883.33	1930.05	1926.80	1801.52	1650.28	1531.34	1471.32	1406.85	1266.12	1250.07	1176.40	958.87	929.72	895.34
1887	1715.57	1883.30	1930.04	1926.81	1801.53	1650.28	1531.34	1471.33	1406.85	1266.12	1250.07	1176.41	958.87	929.72	895.35
1888	1715.56	1883.27	1930.03	1926.82	1801.54	1650.28	1531.34	1471.33	1406.86	1266.12	1250.07	1176.42	958.87	929.72	895.35
1889	1715.56	1883.24	1930.02	1926.84	1801.55	1650.29	1531.35	1471.34	1406.87	1266.12	1250.07	1176.42	958.86	929.72	895.35
1890	1715.55	1883.21	1930.01	1926.85	1801.56	1650.29	1531.35	1471.34	1406.87	1266.12	1250.07	1176.43	958.86	929.72	895.35
1891	1715.55	1883.18	1930.00	1926.87	1801.57	1650.29	1531.35	1471.35	1406.88	1266.12	1250.08	1176.43	958.86	929.72	895.35
1892	1715.54	1883.15	1929.98	1926.88	1801.58	1650.30	1531.35	1471.35	1406.89	1266.12	1250.08	1176.44	958.85	929.72	895.35
1893	1715.54	1883.12	1929.97	1926.89	1801.59	1650.30	1531.35	1471.36	1406.90	1266.12	1250.08	1176.44	958.85	929.72	895.35
1894	1715.53	1883.09	1929.96	1926.91	1801.60	1650.30	1531.36	1471.36	1406.90	1266.12	1250.08	1176.45	958.85	929.72	895.35
1895	1715.52	1883.06	1929.95	1926.92	1801.61	1650.31	1531.36	1471.37	1406.91	1266.12	1250.08	1176.45	958.84	929.72	895.35
1896	1715.52	1883.03	1929.94	1926.94	1801.62	1650.31	1531.36	1471.37	1406.92	1266.12	1250.08	1176.46	958.84	929.72	895.35
1897	1715.51	1883.00	1929.93	1926.95	1801.63	1650.31	1531.36	1471.38	1406.92	1266.12	1250.09	1176.46	958.84	929.72	895.35
1898	1715.51	1882.97	1929.92	1926.97	1801.64	1650.31	1531.36	1471.38	1406.93	1266.11	1250.09	1176.47	958.84	929.72	895.35
1899	1715.50	1882.94	1929.91	1926.98	1801.65	1650.32	1531.37	1471.39	1406.94	1266.11	1250.09	1176.47	958.83	929.72	895.35
1900	1715.50	1882.91	1929.89	1926.99	1801.66	1650.32	1531.37	1471.40	1406.94	1266.11	1250.09	1176.48	958.83	929.73	895.36
1901	1715.49	1882.88	1929.88	1927.01	1801.67	1650.32	1531.37	1471.40	1406.95	1266.11	1250.09	1176.48	958.83	929.73	895.36
1902	1715.49	1882.85	1929.87	1927.02	1801.68	1650.33	1531.37	1471.41	1406.96	1266.11	1250.10	1176.49	958.82	929.73	895.36
1903	1715.48	1882.83	1929.86	1927.04	1801.69	1650.33	1531.37	1471.41	1406.96	1266.11	1250.10	1176.49	958.82	929.73	895.36
1904	1715.48	1882.80	1929.85	1927.05	1801.70	1650.33	1531.37	1471.42	1406.97	1266.11	1250.10	1176.50	958.82	929.73	895.36
1905	1715.47	1882.77	1929.84	1927.06	1801.71	1650.34	1531.38	1471.42	1406.98	1266.11	1250.10	1176.51	958.81	929.73	895.36
1906	1715.47	1882.74	1929.83	1927.08	1801.72	1650.34	1531.38	1471.43	1406.99	1266.11	1250.10	1176.51	958.81	929.73	895.36
1907	1715.46	1882.71	1929.82	1927.09	1801.73	1650.34	1531.38	1471.43	1406.99	1266.11	1250.11	1176.52	958.81	929.73	895.36
1908	1715.45	1882.68	1929.81	1927.11	1801.74	1650.35	1531.38	1471.44	1407.00	1266.11	1250.11	1176.52	958.81	929.73	895.36
1909	1715.45	1882.65	1929.80	1927.12	1801.75	1650.35	1531.38	1471.44	1407.01	1266.11	1250.11	1176.53	958.80	929.73	895.36
1910	1715.44	1882.62	1929.79	1927.13	1801.76	1650.35	1531.39	1471.45	1407.01	1266.11	1250.11	1176.53	958.80	929.73	895.36
1911	1715.44	1882.59	1929.77	1927.15	1801.77	1650.36	1531.39	1471.45	1407.02	1266.11	1250.11	1176.54	958.80	929.73	895.36
1912	1715.43	1882.56	1929.76	1927.16	1801.78	1650.36	1531.39	1471.46	1407.03	1266.11	1250.12	1176.54	958.79	929.73	895.36
1913	1715.43	1882.53	1929.75	1927.18	1801.79	1650.36	1531.39	1471.46	1407.03	1266.11	1250.12	1176.55	958.79	929.73	895.36
1914	1715.42	1882.50	1929.74	1927.19	1801.80	1650.36	1531.39	1471.47	1407.04	1266.11	1250.12	1176.55	958.79	929.74	895.37
1915	1715.42	1882.47	1929.73	1927.20	1801.81	1650.37	1531.39	1471.48	1407.05	1266.11	1250.12	1176.56	958.78	929.74	895.37
1916	1715.41	1882.44	1929.72	1927.22	1801.82	1650.37	1531.40	1471.48	1407.05	1266.11	1250.12	1176.56	958.78	929.74	895.37
1917	1715.40	1882.41	1929.71	1927.23	1801.83	1650.37	1531.40	1471.49	1407.06	1266.11	1250.13	1176.57	958.78	929.74	895.37
1918	1715.40	1882.39	1929.70	1927.25	1801.84	1650.38	1531.40	1471.49	1407.07	1266.11	1250.13	1176.57	958.78	929.74	895.37
1919	1715.39	1882.36	1929.69	1927.26	1801.85	1650.38	1531.40	1471.50	1407.08	1266.10	1250.13	1176.58	958.77	929.74	895.37
1920	1715.39	1882.33	1929.68	1927.27	1801.86	1650.38	1531.40	1471.50	1407.08	1266.10	1250.13	1176.59	958.77	929.74	895.37
1921	1715.38	1882.30	1929.67	1927.29	1801.87	1650.39	1531.41	1471.51	1407.09	1266.10	1250.13	1176.59	958.77	929.74	895.37
1922	1715.38	1882.27	1929.66	1927.30	1801.88	1650.39	1531.41	1471.51	1407.10	1266.10	1250.13	1176.60	958.76	929.74	895.37
1923	1715.37	1882.24	1929.65	1927.31	1801.89	1650.39	1531.41	1471.52	1407.10	1266.10	1250.14	1176.60	958.76	929.74	895.37
1924	1715.37	1882.21	1929.64	1927.33	1801.91	1650.40	1531.41	1471.52	1407.11	1266.10	1250.14	1176.61	958.76	929.74	895.37
1925	1715.36	1882.18	1929.62	1927.34	1801.92	1650.40	1531.41	1471.53	1407.12	1266.10	1250.14	1176.61	958.75	929.74	895.37
1926	1715.36	1882.15	1929.61	1927.36	1801.93	1650.40	1531.41	1471.53	1407.12	1266.10	1250.14	1176.62	958.75	929.75	895.37
1927	1715.35	1882.12	1929.60	1927.37	1801.94	1650.41	1531.42	1471.54	1407.13	1266.10	1250.14	1176.62	958.75	929.75	895.37
1928	1715.34	1882.09	1929.59	1927.38	1801.95	1650.41	1531.42	1471.55	1407.14	1266.10	1250.15	1176.63	958.74	929.75	895.38
1929	1715.34	1882.06	1929.58	1927.40	1801.96	1650.41	1531.42	1471.55	1407.14	1266.10	1250.15	1176.63	958.74	929.75	895.38
1930	1715.33	1882.04	1929.57	1927.41	1801.97	1650.42	1531.42	1471.56	1407.15	1266.10	1250.15	1176.64	958.74	929.75	895.38
1931	1715.33	1882.01	1929.56	1927.43	1801.98	1650.42	1531.42	1471.56	1407.16	1266.10	1250.15	1176.64	958.73	929.75	895.38
1932	1715.32	1881.98	1929.55	1927.44	1801.99	1650.42	1531.42	1471.57	1407.16	1266.10	1250.16	1176.65	958.73	929.75	895.38
1933	1715.32	1881.95	1929.54	1927.45	1802.00	1650.42	1531.43	1471.57	1407.17	1266.10	1250.16	1176.65	958.73	929.75	895.38
1934	1715.31	1881.92	1929.53	1927.47	1802.01	1650.43	1531.43	1471.58	1407.18	1266.10	1250.16	1176.66	958.72	929.75	895.38
1935	1715.30	1881.89	1929.52	1927.48	1802.02	1650.43	1531.43	1471.58	1407.19	1266.10	1250.16	1176.66	958.72	929.75	895.38
1936	1715.30	1881.86	1929.51	1927.49	1802.03	1650.43	1531.43	1471.59	1407.19	1266.10	1250.16	1176.67	958.72	929.75	895.38
1937	1715.29	1881.83	1929.50	1927.51	1802.04	1650.44	1531.43	1471.59	1407.20	1266.10	1250.17	1176.68	958.72	929.75	895.38
1938	1715.29	1881.80	1929.49	1927.52	1802.05	1650.44	1531.44	1471.60	1407.21	1266.10	1250.17	1176.68	958.71	929.76	895.38
1939	1715.28	1881.78	1929.48	1927.54	1802.06	1650.44	1531.44	1471.60	1407.21	1266.10	1250.17	1176.69	958.71	929.76	895.38
1940	1715.28	1881.75	1929.47	1927.55	1802.07	1650.45	1531.44	1471.61	1407.22	1266.10	1250.17	1176.69	958.71	929.76	895.38
1941	1715.27	1881.72	1929.46	1927.56	1802.08	1650.45	1531.44	1471.61	1407.23	1266.09	1250.17	1176.70	958.70	929.76	895.38
1942	1715.27	1881.69	1929.45	1927.58	1802.09	1650.45	1531.44	1471.62	1407.23	1266.09	1250.18	1176.70	958.70	929.76	895.38
1943	1715.26	1881.66	1929.44	1927.59	1802.10	1650.46	1531.44	1471.63	1407.24	1266.09	1250.18	1176.71	958.70	929.76	895.38
1944	1715.25	1881.63	1929.43	1927.60	1802.11	1650.46	1531.45	1471.63	1407.25	1266.09	1250.18	1176.71	958.69	929.76	895.39
1945	1715.25	1881.60	1929.42	1927.62	1802.12	1650.46	1531.45	1471.64	1407.25	1266.09	1250.18	1176.72	958.69	929.76	895.39
1946	1715.24	1881.57	1929.41	1927.63	1802.13	1650.47	1531.45	1471.64	1407.26	1266.09	1250.18	1176.72	958.69	929.76	895.39
1947	1715.24	1881.54	1929.40	1927.65	1802.14	1650.47	1531.45	1471.65	1407.27	1266.09	1250.19	1176.73	958.68	929.76	895.39
1948	1715.23	1881.52	1929.39	1927.66	1802.15	1650.47	1531.45	1471.65	1407.28	1266.09	1250.19	1176.73	958.68	929.76	895.39
1949	1715.23	1881.49	1929.38	1927.67	1802.16	1650.47	1531.45	1471.66	1407.28	1266.09	1250.19	1176.74	958.68	929.76	895.39
1950	1715.22	1881.46	1929.37	1927.69	1802.17	1650.48	1531.46	1471.66	1407.29	1266.09	1250.19	1176.74	958.67	929.77	895.39
1951	1715.21	1881.43	1929.36	1927.70	1802.18	1650.48	1531.46	1471.67	1407.30	1266.09	1250.19	1176.75	958.67	929.77	895.39
1952	1715.21	1881.40	1929.35	1927.71	1802.19	1650.48	1531.46	1471.67	1407.30	1266.09	1250.20	1176.76	958.67	929.77	895.39
1953	1715.20	1881.37	1929.34	1927.73	1802.20	1650.49	1531.46	1471.68	1407.31	1266.09	1250.20	1176.76	958.66	929.77	895.39
1954	1715.20	1881.34	1929.33	1927.74	1802.21	1650.49	1531.46	1471.68	1407.32	1266.09	1250.20	1176.77	958.66	929.77	895.39
1955	1715.19	1881.32	1929.32	1927.75	1802.22	1650.49	1531.46	1471.69	1407.32	1266.09	1250.20	1176.77	958.66	929.77	895.39
1956	1715.19	1881.29	1929.31	1927.77	1802.23	1650.50	1531.47	1471.70	1407.33	1266.09	1250.20	1176.78	958.65	929.77	895.39
1957	1715.18	1881.26	1929.30	1927.78	1802.24	1650.50	1531.47	1471.70	1407.34	1266.09	1250.21	1176.78	958.65	929.77	895.39
1958	1715.17	1881.23	1929.29	1927.79	1802.25	1650.50	1531.47	1471.71	1407.34	1266.09	1250.21	1176.79	958.65	929.77	895.39
1959	1715.17	1881.20	1929.28	1927.81	1802.26	1650.51	1531.47	1471.71	1407.35	1266.09	1250.21	1176.79	958.64	929.77	895.39
1960	1715.16	1881.17	1929.27	1927.82	1802.27	1650.51	1531.47	1471.72	1407.36	1266.09	1250.21	1176.80	958.64	929.77	895.40
1961	1715.16	1881.14	1929.26	1927.84	1802.28	1650.51	1531.47	1471.72	1407.36	1266.09	1250.21	1176.80	958.64	929.78	895.40
1962	1715.15	1881.12	1929.25	1927.85	1802.29	1650.52	1531.48	1471.73	1407.37	1266.09	1250.22	1176.81	958.63	929.78	895.40
1963	1715.15	1881.09	1929.24	1927.86	1802.30	1650.52	1531.48	1471.73	1407.38	1266.08	1250.22	1176.81	958.63	929.78	895.40
1964	1715.14	1881.06	1929.23	1927.88	1802.31	1650.52	1531.48	1471.74	1407.39	1266.08	1250.22	1176.82	958.63	929.78	895.40
1965	1715.13	1881.03	1929.22	1927.89	1802.32	1650.53	1531.48	1471.74	1407.39	1266.08	1250.22	1176.82	958.62	929.78	895.40
1966	1715.13	1881.00	1929.21	1927.90	1802.33	1650.53	1531.48	1471.75	1407.40	1266.08	1250.23	1176.83	958.62	929.78	895.40
1967	1715.12	1880.97	1929.20	1927.92	1802.34	1650.53	1531.48	1471.75	1407.41	1266.08	1250.23	1176.84	958.62	929.78	895.40
1968	1715.12	1880.94	1929.19	1927.93	1802.35	1650.53	1531.49	1471.76	1407.41	1266.08	1250.23	1176.84	958.61	929.78	895.40
1969	1715.11	1880.92	1929.18	1927.94	1802.36	1650.54	1531.49	1471.77	1407.42	1266.08	1250.23	1176.85	958.61	929.78	895.40
1970	1715.11	1880.89	1929.17	1927.96	1802.37	1650.54	1531.49	1471.77	1407.43	1266.08	1250.23	1176.85	958.61	929.78	895.40
1971	1715.10	1880.86	1929.16	1927.97	1802.38	1650.54	1531.49	1471.78	1407.43	1266.08	1250.24	1176.86	958.60	929.78	895.40
1972	1715.09	1880.83	1929.15	1927.98	1802.39	1650.55	1531.49	1471.78	1407.44	1266.08	1250.24	1176.86	958.60	929.79	895.40
1973	1715.09	1880.80	1929.14	1928.00	1802.40	1650.55	1531.49	1471.79	1407.45	1266.08	1250.24	1176.87	958.60	929.79	895.40
1974	1715.08	1880.77	1929.13	1928.01	1802.41	1650.55	1531.50	1471.79	1407.45	1266.08	1250.24	1176.87	958.59	929.79	895.40
1975	1715.08	1880.75	1929.12	1928.02	1802.42	1650.56	1531.50	1471.80	1407.46	1266.08	1250.24	1176.88	958.59	929.79	895.40
1976	1715.07	1880.72	1929.11	1928.04	1802.43	1650.56	1531.50	1471.80	1407.47	1266.08	1250.25	1176.88	958.58	929.79	895.40
1977	1715.06	1880.69	1929.10	1928.05	1802.44	1650.56	1531.50	1471.81	1407.47	1266.08	1250.25	1176.89	958.58	929.79	895.40
1978	1715.06	1880.66	1929.09	1928.06	1802.45	1650.57	1531.50	1471.81	1407.48	1266.08	1250.25	1176.89	958.58	929.79	895.41
1979	1715.05	1880.63	1929.08	1928.08	1802.46	1650.57	1531.50	1471.82	1407.49	1266.08	1250.25	1176.90	958.57	929.79	895.41
1980	1715.05	1880.61	1929.08	1928.09	1802.47	1650.57	1531.51	1471.82	1407.49	1266.08	1250.26	1176.90	958.57	929.79	895.41
1981	1715.04	1880.58	1929.07	1928.10	1802.48	1650.58	1531.51	1471.83	1407.50	1266.08	1250.26	1176.91	958.57	929.79	895.41
1982	1715.04	1880.55	1929.06	1928.12	1802.49	1650.58	1531.51	1471.83	1407.51	1266.08	1250.26	1176.91	958.56	929.80	895.41
1983	1715.03	1880.52	1929.05	1928.13	1802.50	1650.58	1531.51	1471.84	1407.52	1266.08	1250.26	1176.92	958.56	929.80	895.41
1984	1715.02	1880.49	1929.04	1928.14	1802.51	1650.58	1531.51	1471.85	1407.52	1266.08	1250.26	1176.93	958.56	929.80	895.41
1985	1715.02	1880.46	1929.03	1928.16	1802.52	1650.59	1531.51	1471.85	1407.53	1266.07	1250.27	1176.93	958.55	929.80	895.41
1986	1715.01	1880.44	1929.02	1928.17	1802.53	1650.59	1531.52	1471.86	1407.54	1266.07	1250.27	1176.94	958.55	929.80	895.41
1987	1715.01	1880.41	1929.01	1928.18	1802.54	1650.59	1531.52	1471.86	1407.54	1266.07	1250.27	1176.94	958.55	929.80	895.41
1988	1715.00	1880.38	1929.00	1928.20	1802.55	1650.60	1531.52	1471.87	1407.55	1266.07	1250.27	1176.95	958.54	929.80	895.41
1989	1714.99	1880.35	1928.99	1928.21	1802.56	1650.60	1531.52	1471.87	1407.56	1266.07	1250.28	1176.95	958.54	929.80	895.41
1990	1714.99	1880.32	1928.98	1928.22	1802.57	1650.60	1531.52	1471.88	1407.56	1266.07	1250.28	1176.96	958.54	929.80	895.41
1991	1714.98	1880.30	1928.97	1928.24	1802.58	1650.61	1531.52	1471.88	1407.57	1266.07	1250.28	1176.96	958.53	929.80	895.41
1992	1714.98	1880.27	1928.96	1928.25	1802.59	1650.61	1531.53	1471.89	1407.58	1266.07	1250.28	1176.97	958.53	929.81	895.41
1993	1714.97	1880.24	1928.95	1928.26	1802.60	1650.61	1531.53	1471.89	1407.58	1266.07	1250.28	1176.97	958.52	929.81	895.41
1994	1714.96	1880.21	1928.95	1928.28	1802.61	1650.62	1531.53	1471.90	1407.59	1266.07	1250.29	1176.98	958.52	929.81	895.41
1995	1714.96	1880.18	1928.94	1928.29	1802.62	1650.62	1531.53	1471.90	1407.60	1266.07	1250.29	1176.98	958.52	929.81	895.41
1996	1714.95	1880.16	1928.93	1928.30	1802.63	1650.62	1531.53	1471.91	1407.60	1266.07	1250.29	1176.99	958.51	929.81	895.41
1997	1714.95	1880.13	1928.92	1928.32	1802.64	1650.62	1531.53	1471.92	1407.61	1266.07	1250.29	1176.99	958.51	929.81	895.41
1998	1714.94	1880.10	1928.91	1928.33	1802.65	1650.63	1531.54	1471.92	1407.62	1266.07	1250.30	1177.00	958.51	929.81	895.42
1999	1714.93	1880.07	1928.90	1928.34	1802.66	1650.63	1531.54	1471.93	1407.62	1266.07	1250.30	1177.01	958.50	929.81	895.42
2000	1714.93	1880.04	1928.89	1928.36	1802.67	1650.63	1531.54	1471.93	1407.63	1266.07	1250.30	1177.01	958.50	929.81	895.42
2001	1714.92	1880.02	1928.88	1928.37	1802.68	1650.64	1531.54	1471.94	1407.64	1266.07	1250.30	1177.02	958.50	929.81	895.42
2002	1714.92	1879.99	1928.87	1928.38	1802.69	1650.64	1531.54	1471.94	1407.64	1266.07	1250.30	1177.02	958.49	929.82	895.42
2003	1714.91	1879.96	1928.86	1928.40	1802.70	1650.64	1531.54	1471.95	1407.65	1266.07	1250.31	1177.03	958.49	929.82	895.42
2004	1714.90	1879.93	1928.86	1928.41	1802.71	1650.65	1531.54	1471.95	1407.66	1266.07	1250.31	1177.03	958.49	929.82	895.42
2005	1714.90	1879.91	1928.85	1928.42	1802.72	1650.65	1531.55	1471.96	1407.67	1266.07	1250.31	1177.04	958.48	929.82	895.42
2006	1714.89	1879.88	1928.84	1928.44	1802.73	1650.65	1531.55	1471.96	1407.67	1266.07	1250.31	1177.04	958.48	929.82	895.42
2007	1714.89	1879.85	1928.83	1928.45	1802.74	1650.66	1531.55	1471.97	1407.68	1266.07	1250.32	1177.05	958.47	929.82	895.42
2008	1714.88	1879.82	1928.82	1928.46	1802.75	1650.66	1531.55	1471.97	1407.69	1266.06	1250.32	1177.05	958.47	929.82	895.42
2009	1714.87	1879.79	1928.81	1928.47	1802.76	1650.66	1531.55	1471.98	1407.69	1266.06	1250.32	1177.06	958.47	929.82	895.42
2010	1714.87	1879.77	1928.80	1928.49	1802.77	1650.67	1531.55	1471.98	1407.70	1266.06	1250.32	1177.06	958.46	929.82	895.42
2011	1714.86	1879.74	1928.79	1928.50	1802.78	1650.67	1531.56	1471.99	1407.71	1266.06	1250.32	1177.07	958.46	929.82	895.42
2012	1714.86	1879.71	1928.78	1928.51	1802.79	1650.67	1531.56	1472.00	1407.71	1266.06	1250.33	1177.07	958.46	929.83	895.42
2013	1714.85	1879.68	1928.78	1928.53	1802.80	1650.67	1531.56	1472.00	1407.72	1266.06	1250.33	1177.08	958.45	929.83	895.42
2014	1714.84	1879.66	1928.77	1928.54	1802.81	1650.68	1531.56	1472.01	1407.73	1266.06	1250.33	1177.09	958.45	929.83	895.42
2015	1714.84	1879.63	1928.76	1928.55	1802.82	1650.68	1531.56	1472.01	1407.73	1266.06	1250.33	1177.09	958.44	929.83	895.42
2016	1714.83	1879.60	1928.75	1928.57	1802.83	1650.68	1531.56	1472.02	1407.74	1266.06	1250.34	1177.10	958.44	929.83	895.42
2017	1714.83	1879.57	1928.74	1928.58	1802.84	1650.69	1531.56	1472.02	1407.75	1266.06	1250.34	1177.10	958.44	929.83	895.42
2018	1714.82	1879.55	1928.73	1928.59	1802.85	1650.69	1531.57	1472.03	1407.75	1266.06	1250.34	1177.11	958.43	929.83	895.42
2019	1714.81	1879.52	1928.72	1928.61	1802.86	1650.69	1531.57	1472.03	1407.76	1266.06	1250.34	1177.11	958.43	929.83	895.43
2020	1714.81	1879.49	1928.72	1928.62	1802.87	1650.70	1531.57	1472.04	1407.77	1266.06	1250.35	1177.12	958.43	929.83	895.43
2021	1714.80	1879.46	1928.71	1928.63	1802.88	1650.70	1531.57	1472.04	1407.77	1266.06	1250.35	1177.12	958.42	929.84	895.43
2022	1714.79	1879.44	1928.70	1928.64	1802.89	1650.70	1531.57	1472.05	1407.78	1266.06	1250.35	1177.13	958.42	929.84	895.43
2023	1714.79	1879.41	1928.69	1928.66	1802.90	1650.71	1531.57	1472.05	1407.79	1266.06	1250.35	1177.13	958.41	929.84	895.43
2024	1714.78	1879.38	1928.68	1928.67	1802.91	1650.71	1531.58	1472.06	1407.79	1266.06	1250.35	1177.14	958.41	929.84	895.43
