MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_410;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_670;Rho_wn_IS_750;Rho_wn_IS_870;Es_IS_410;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_670;Es_IS_750;Es_IS_870;AOT_IS_870
SCDC20_1441_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.960;     1.585;20020913T132117Z;P10100100;M110100101100020000;     7.000;    50.531;       0.006551;       0.008345;       0.011215;       0.010474;       0.009250;       0.003452;       0.002507;       0.000334;       0.000351;     836.479980;     960.109985;    1040.979980;    1027.609985;     985.000000;     937.109985;     881.109985;     752.140015;     585.400024;       0.043200
SCDC20_1442_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.960;     1.587;20020913T132139Z;P10100100;M110100101100020000;     7.000;    50.532;            NaN;            NaN;       0.015166;       0.014198;       0.013027;       0.003866;       0.002678;       0.000340;       0.000372;     836.609985;     959.789978;    1040.069946;    1026.540039;     983.659973;     935.619995;     879.609985;     750.789978;     584.320007;       0.048400
SCDC20_1443_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.958;     1.592;20020913T132222Z;P10100100;M110100101100020000;     7.000;    50.611;            NaN;            NaN;       0.022797;       0.022169;       0.021671;       0.008250;       0.005931;       0.000865;       0.000602;     834.409973;     957.500000;    1037.880005;    1024.459961;     981.799988;     934.020020;     878.229980;     749.710022;     583.549988;       0.048400
SCDC20_1444_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.954;     1.622;20020913T132634Z;P10100100;M110100101100020000;     5.000;    50.942;            NaN;            NaN;       0.053200;       0.054709;       0.060447;       0.023292;       0.016579;       0.003515;       0.001011;     825.260010;     947.460022;    1027.550049;    1014.400024;     972.289978;     925.359985;     870.479980;     743.409973;     578.830017;       0.050100
SCDC20_1445_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.954;     1.627;20020913T132714Z;P10100100;M110100101100020000;     5.000;    51.027;            NaN;            NaN;       0.052900;       0.054888;       0.061625;       0.024439;       0.017425;       0.003656;       0.000977;     823.840027;     945.900024;    1025.910034;    1012.789978;     970.760010;     923.950012;     869.219971;     742.380005;     578.049988;       0.050500
SCDC20_1446_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.955;     1.631;20020913T132750Z;P10100100;M110100101100020000;     5.000;    51.029;       0.015688;       0.022301;       0.036888;       0.036343;       0.038340;       0.017484;       0.012913;       0.002931;       0.000648;     821.219971;     943.450012;    1023.909973;    1011.020020;     969.419983;     922.989990;     868.510010;     741.929993;     577.789978;       0.048100
SCDC20_1447_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.955;     1.640;20020913T132902Z;P10100100;M110100101100020000;     4.000;    51.200;       0.016428;       0.022858;       0.037219;       0.037054;       0.040734;       0.020303;       0.014938;       0.003185;       0.000864;     818.140015;     940.070007;    1020.450012;    1007.659973;     966.260010;     920.130005;     865.950012;     739.859985;     576.250000;       0.049300
SCDC20_1448_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.956;     1.656;20020913T133112Z;P10100100;M110100101100020000;     4.000;    51.378;            NaN;            NaN;       0.063528;       0.067585;       0.080347;       0.036169;       0.025951;       0.004810;       0.001724;     815.409973;     936.570007;    1016.200012;    1003.289978;     961.690002;     915.619995;     861.739990;     736.239990;     573.409973;       0.051700
SCDC20_1449_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.957;     1.662;20020913T133155Z;P10100100;M110100101100020000;     3.000;    51.381;            NaN;            NaN;       0.065431;       0.069612;       0.082247;       0.036864;       0.026255;       0.004689;       0.001889;     800.460022;     922.760010;    1005.369995;     993.710022;     954.679993;     910.520020;     857.830017;     733.659973;     571.869995;       0.053000
SCDC20_1450_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.957;     1.667;20020913T133242Z;P10100100;M110100101100020000;     3.000;    51.469;       0.018132;       0.025957;       0.042181;       0.042278;       0.045927;       0.022852;       0.016836;       0.003628;       0.000945;     799.580017;     921.919983;    1004.640015;     993.030029;     954.059998;     909.989990;     857.369995;     733.280029;     571.549988;       0.049300
SCDC20_1451_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.958;     1.682;20020913T133437Z;P10100100;M110100101100020000;     3.000;    51.650;            NaN;            NaN;       0.067703;       0.071889;       0.084804;       0.037686;       0.026985;       0.004764;       0.002042;     795.820007;     917.419983;     999.539978;     987.900024;     948.919983;     905.090027;     852.859985;     729.500000;     568.659973;       0.053300
SCDC20_1452_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.960;     1.699;20020913T133653Z;P10100100;M110100101100020000;     2.000;    51.836;       0.020035;       0.028554;       0.045338;       0.046003;       0.051056;       0.027422;       0.020396;       0.004195;       0.001278;     790.890015;     912.130005;     994.210022;     982.729980;     944.070007;     900.710022;     848.960022;     726.330017;     566.260010;       0.051200
SCDC20_1453_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.960;     1.707;20020913T133755Z;P10100100;M110100101100020000;     2.000;    51.929;            NaN;            NaN;       0.071054;       0.076119;       0.092135;       0.045231;       0.032415;       0.005653;       0.002448;     789.520020;     910.179993;     991.659973;     980.070007;     941.210022;     897.840027;     846.239990;     723.989990;     564.429993;       0.055100
SCDC20_1454_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.960;     1.707;20020913T133758Z;P10100100;M110100101100020000;     2.000;    51.929;       0.022047;       0.030683;       0.048246;       0.048854;       0.054300;       0.029010;       0.021363;       0.004265;       0.001509;     788.309998;     909.229980;     991.150024;     979.739990;     941.200012;     898.059998;     846.580017;     724.380005;     564.789978;       0.052500
SCDC20_1455_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.963;     1.737;20020913T134152Z;P10100100;M110100101100020000;     1.000;    52.310;       0.021938;       0.030392;       0.047608;       0.048557;       0.055595;       0.032772;       0.024339;       0.004829;       0.001596;     781.289978;     901.159973;     982.340027;     970.950012;     932.500000;     889.840027;     839.070007;     718.080017;     559.919983;       0.052500
SCDC20_1456_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.964;     1.745;20020913T134254Z;P10100100;M110100101100020000;     1.000;    52.407;       0.023262;       0.032202;       0.049970;       0.051124;       0.058978;       0.035872;       0.026834;       0.005287;       0.001754;     779.400024;     898.989990;     979.969971;     968.590027;     930.159973;     887.630005;     837.039978;     716.390015;     558.619995;       0.052500
SCDC20_1457_b_oc;SIMBADA-CDC-2002-09-13;PierreYvesDeschamps;    50.965;     1.757;20020913T134434Z;P10100100;M110100101100020000;     1.000;    52.601;            NaN;            NaN;       0.077250;       0.083954;       0.105412;       0.058348;       0.042584;       0.007659;       0.002860;     777.140015;     896.130005;     976.510010;     965.039978;     926.440002;     883.969971;     833.619995;     713.450012;     556.299988;       0.053600
Sskoga_1458_b_oc;SIMBADA-skogafos-2002;PierreYvesDeschamps;    44.107;   -63.594;20020913T140914Z;P10100100;M110100101100020000;    33.000;    48.099;       0.008215;       0.008222;       0.009802;       0.008231;       0.006598;       0.002023;       0.002020;       0.000360;       0.000405;     899.859985;    1029.729980;    1112.989990;    1098.069946;    1052.530029;     998.549988;     935.520020;     796.140015;     618.340027;       0.045200
Sskoga_1459_b_oc;SIMBADA-skogafos-2002;PierreYvesDeschamps;    43.907;   -64.151;20020913T161001Z;P10100100;M110100101100020000;    31.000;    39.798;       0.045574;       0.012497;       0.014247;       0.011896;       0.009362;       0.003827;       0.003960;       0.001292;       0.000820;    1013.169983;    1151.689941;    1236.520020;    1219.030029;    1169.060059;    1105.359985;    1030.569946;     874.229980;     678.380005;       0.285200
Sskoga_1460_b_oc;SIMBADA-skogafos-2002;PierreYvesDeschamps;    43.692;   -64.772;20020913T182754Z;P10100100;M110100101100020000;    13.000;    49.111;       0.015431;       0.016250;       0.021191;       0.018305;       0.014647;       0.006593;       0.006327;       0.002082;       0.001005;     856.549988;     982.750000;    1065.520020;    1052.250000;    1010.309998;     960.960022;     902.380005;     769.849976;     599.330017;       0.070100
Sskoga_1461_b_oc;SIMBADA-skogafos-2002;PierreYvesDeschamps;    43.603;   -65.137;20020913T194517Z;P10100100;M110100101100020000;     6.000;    60.463;       0.008146;       0.008373;       0.010497;       0.008935;       0.007115;       0.001951;       0.001808;       0.000440;       0.000212;     598.039978;     695.690002;     764.830017;     756.429993;     724.780029;     695.750000;     662.159973;     570.630005;     446.609985;       0.069100
SCOLIB_1462_b_oc;SIMBADA-COLIBRI-2002-07;PierreYvesDeschamps;    24.506;   -73.884;20020913T195009Z;P10100100;M110100101100020000;   999.000;    47.460;            NaN;       0.046280;       0.030350;       0.015671;       0.006582;       0.001473;       0.001419;       0.000796;       0.000065;     774.570007;     880.929993;     945.140015;     930.609985;     889.000000;     837.729980;     779.510010;     658.299988;     507.070007;       0.930600
SCOLIB_1463_b_oc;SIMBADA-COLIBRI-2002-07;PierreYvesDeschamps;    22.181;   -69.380;20020914T133711Z;P10100100;M110100101100020000;   999.000;    46.521;            NaN;       0.056059;       0.033415;       0.017298;       0.008754;       0.002017;       0.001625;       0.000065;       0.000551;     934.700012;    1066.150024;    1148.800049;    1133.339966;    1088.140015;    1029.449951;     960.049988;     814.140015;     631.030029;       0.113500
Soiso2_1464_b_oc;SIMBADA-oiso-2002;PierreYvesDeschamps;   -36.530;    74.163;20020915T111109Z;P10100100;M110100101100020000;    -1.000;    70.816;       0.030284;       0.021747;       0.018445;       0.012369;       0.004926;            NaN;       0.000199;            NaN;            NaN;     290.640015;     362.760010;     429.529999;     431.989990;     422.160004;     422.299988;     419.339996;     374.059998;     298.890015;       0.071800
Soiso2_1465_b_oc;SIMBADA-oiso-2002;PierreYvesDeschamps;   -33.639;    70.350;20020916T072710Z;P10100100;M110100101100020000;    -1.000;    36.871;       0.034388;       0.028370;       0.022208;       0.013898;       0.006167;       0.000666;       0.000975;            NaN;            NaN;    1145.290039;    1296.640015;    1384.750000;    1362.369995;    1300.030029;    1224.219971;    1138.609985;     961.960022;     742.099976;       0.124100
Soiso2_1466_b_oc;SIMBADA-oiso-2002;PierreYvesDeschamps;   -25.109;    59.824;20020918T064720Z;P10100100;M110100101100020000;    -1.000;    32.065;       0.044888;       0.036658;       0.026689;       0.015886;       0.007535;       0.001319;       0.001201;       0.000063;            NaN;    1218.229980;    1379.739990;    1476.130005;    1454.969971;    1397.199951;    1317.050049;    1222.060059;    1032.699951;     799.330017;       0.050400
Soiso2_1467_b_oc;SIMBADA-oiso-2002;PierreYvesDeschamps;   -24.436;    59.015;20020918T103300Z;P10100100;M110100101100020000;    -1.000;    46.026;       0.043404;       0.035256;       0.027196;       0.016498;       0.007408;       0.001027;       0.001025;            NaN;            NaN;     954.760010;    1089.449951;    1174.300049;    1158.390015;    1111.400024;    1052.430054;     983.030029;     834.789978;     647.739990;       0.063200
SCOLIB_1468_b_oc;SIMBADA-COLIBRI-2002-07;PierreYvesDeschamps;     9.885;   -55.688;20020918T145201Z;P10100100;M110100101100020000;   999.000;    13.618;            NaN;       0.034775;       0.025109;       0.014564;       0.007951;       0.001905;       0.001460;       0.000228;       0.000477;    1270.890015;    1457.530029;    1583.439941;    1570.780029;    1531.030029;    1456.130005;    1354.750000;    1150.920044;     897.039978;       0.153500
STOPAZ_1469_b_oc;SIMBADA-TOPAZE-13;PierreYvesDeschamps;   -22.287;   166.461;20020927T004528Z;P10100100;M110100101100020000;    -1.000;    21.232;       0.017077;       0.029329;       0.037263;       0.035527;       0.036205;       0.009124;       0.010568;       0.008971;            NaN;    1362.949951;    1538.829956;    1641.520020;    1617.839966;    1555.589966;    1463.349976;    1353.119995;    1140.640015;     881.909973;       0.058200
STOPAZ_1470_b_oc;SIMBADA-TOPAZE-13;PierreYvesDeschamps;   -22.312;   166.466;20020927T011333Z;P10100100;M110100101100020000;    -1.000;    22.262;       0.023229;       0.029689;       0.036254;       0.031467;       0.028299;       0.005342;       0.003447;       0.001238;            NaN;    1351.099976;    1525.420044;    1627.130005;    1603.569946;    1541.579956;    1450.199951;    1341.150024;    1130.660034;     874.219971;       0.062000
STOPAZ_1471_b_oc;SIMBADA-TOPAZE-13;PierreYvesDeschamps;   -22.320;   166.428;20020927T014257Z;P10100100;M110100101100020000;    -1.000;    25.259;       0.033793;       0.036401;       0.035761;       0.024542;       0.015517;       0.002612;       0.001782;       0.000271;       0.000181;    1311.119995;    1481.689941;    1582.030029;    1559.369995;    1499.219971;    1411.180054;    1306.020020;    1101.689941;     852.130005;       0.066600
Sbouss_1472_b_oc;SIMBADA-boussole15;PierreYvesDeschamps;    43.364;     7.897;20021005T093939Z;P10100100;M110100101100020000;    45.000;    52.702;       0.025371;       0.023248;       0.018775;       0.011681;       0.005969;       0.001121;       0.000668;       0.000187;       0.000030;     741.219971;     861.239990;     947.359985;     939.590027;     909.400024;     872.780029;     825.340027;     709.320007;     555.849976;       0.122900
Sbouss_1473_b_oc;SIMBADA-boussole15;PierreYvesDeschamps;    43.363;     7.898;20021005T095107Z;P10100100;M110100101100020000;    45.000;    51.627;       0.024770;       0.022631;       0.018563;       0.011575;       0.006079;       0.001208;       0.000737;       0.000295;            NaN;     766.849976;     890.000000;     977.760010;     969.469971;     938.090027;     899.280029;     849.270020;     728.979980;     570.690002;       0.112900
Sbouss_1474_b_oc;SIMBADA-boussole15;PierreYvesDeschamps;    43.362;     7.896;20021005T100213Z;P10100100;M110100101100020000;    45.000;    50.748;       0.025032;       0.022524;       0.018578;       0.011463;       0.005902;       0.001126;       0.000682;       0.000278;            NaN;     797.190002;     921.630005;    1008.150024;     998.539978;     964.400024;     922.590027;     869.809998;     745.469971;     582.950012;       0.110300
SLIGUR_1475_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    43.011;     9.281;20021013T075848Z;P10100100;M110100101100020000;     5.000;    66.562;       0.024171;       0.022298;       0.017580;       0.011044;       0.004777;       0.000758;       0.000502;       0.000019;       0.000163;     493.649994;     576.989990;     636.570007;     628.770020;     598.140015;     575.849976;     552.489990;     478.290009;     374.470001;       0.023000
SLIGUR_1476_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    43.010;     9.277;20021013T080014Z;P10100100;M110100101100020000;     5.000;    66.272;       0.023654;       0.022076;       0.017337;       0.010944;       0.004733;       0.000736;       0.000471;       0.000048;       0.000134;     497.890015;     581.940002;     642.070007;     634.270020;     603.630005;     581.080017;     557.289978;     482.329987;     377.600006;       0.023000
SLIGUR_1477_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    42.701;     7.729;20021014T075927Z;P10100100;M110100101100020000;   999.000;    67.412;       0.023308;       0.021460;       0.017426;       0.011217;       0.004811;       0.000597;       0.000462;            NaN;       0.000240;     446.859985;     524.710022;     581.929993;     575.169983;     547.380005;     527.869995;     507.579987;     439.980011;     344.540009;       0.130000
SLIGUR_1478_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    42.701;     7.728;20021014T080101Z;P10100100;M110100101100020000;   999.000;    67.116;       0.021899;       0.020338;       0.016385;       0.010371;       0.004366;       0.000479;       0.000325;            NaN;       0.000212;     458.799988;     539.049988;     598.330017;     591.630005;     563.690002;     543.869995;     522.950012;     453.429993;     355.279999;       0.080200
SLIGUR_1479_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    42.762;     7.653;20021014T100046Z;P10100100;M110100101100020000;   999.000;    53.501;       0.023210;       0.021448;       0.017377;       0.011333;       0.006353;       0.000863;       0.000667;       0.000029;       0.000165;     789.830017;     907.289978;     984.440002;     971.609985;     930.630005;     885.450012;     833.080017;     711.340027;     553.619995;       0.083700
SLIGUR_1480_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    42.763;     7.652;20021014T100213Z;P10100100;M110100101100020000;   999.000;    53.357;       0.023219;       0.021666;       0.017818;       0.011665;       0.005652;       0.000998;       0.000618;       0.000039;       0.000167;     791.760010;     909.500000;     986.849976;     974.010010;     933.010010;     887.700012;     835.140015;     713.070007;     554.950012;       0.083700
SLIGUR_1481_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    43.287;     7.262;20021015T150625Z;P10100100;M110100101100020000;    27.000;    73.148;       0.019657;       0.017678;       0.014593;       0.009013;       0.003717;       0.000374;       0.000341;            NaN;       0.000208;     287.369995;     345.369995;     392.970001;     390.079987;     371.339996;     365.670013;     361.209991;     320.260010;     254.710007;       0.104900
SLIGUR_1482_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    43.287;     7.262;20021015T150748Z;P10100100;M110100101100020000;    27.000;    73.306;       0.020813;       0.018756;       0.015213;       0.009469;       0.003760;       0.000260;       0.000247;            NaN;       0.000211;     283.010010;     340.190002;     387.070007;     384.140015;     365.380005;     359.920013;     355.869995;     315.730011;     251.190002;       0.104900
SLIGUR_1483_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    42.975;     9.738;20021020T143122Z;P10100100;M110100101100020000;     7.000;    70.702;       0.022250;       0.021633;       0.018088;       0.012229;       0.005922;       0.001025;       0.000719;       0.000139;       0.000111;     379.339996;     450.269989;     505.320007;     500.029999;     474.799988;     461.220001;     448.390015;     391.579987;     307.500000;       0.016700
SLIGUR_1484_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    42.976;     9.732;20021020T143249Z;P10100100;M110100101100020000;     7.000;    70.848;       0.022317;       0.021303;       0.018366;       0.012292;       0.005865;       0.001030;       0.000732;       0.000028;       0.000205;     375.290009;     445.440002;     499.829987;     494.500000;     469.209991;     455.850006;     443.429993;     387.380005;     304.230011;       0.016700
SLIGUR_1485_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    43.000;     9.623;20021020T145945Z;P10100100;M110100101100020000;    11.000;    74.954;       0.020684;       0.019500;       0.016963;       0.011240;       0.005088;       0.001013;       0.000652;       0.000037;       0.000220;     291.929993;     346.329987;     387.160004;     381.170013;     355.140015;     346.339996;     342.100006;     301.769989;     237.750000;       0.024900
SLIGUR_1486_b_oc;SIMBADA-LIGUR-2002;PierreYvesDeschamps;    43.002;     9.618;20021020T150108Z;P10100100;M110100101100020000;    11.000;    75.270;       0.020689;       0.021364;       0.016969;       0.010963;       0.004638;       0.000078;            NaN;       0.000947;            NaN;     287.559998;     341.130005;     381.250000;     375.220001;     349.149994;     340.579987;     336.760010;     297.260010;     234.240005;       0.024900
SMEDGO_1487_b_oc;SIMBADA-MEDGOOS-5;PierreYvesDeschamps;    38.858;     9.140;20021106T073014Z;P10100100;M110100101100020000;    16.000;    74.343;       0.021120;       0.020774;       0.017932;       0.011446;       0.005659;       0.001298;       0.000964;            NaN;       0.000464;     307.549988;     365.589996;     409.920013;     404.350006;     378.980011;     369.579987;     363.799988;     320.260010;     252.169998;       0.010200
SMEDGO_1488_b_oc;SIMBADA-MEDGOOS-5;PierreYvesDeschamps;    38.855;     9.144;20021106T073140Z;P10100100;M110100101100020000;    16.000;    74.181;       0.021609;       0.021086;       0.018361;       0.011638;       0.005858;       0.001499;       0.000938;            NaN;       0.000365;     312.100006;     371.010010;     416.089996;     410.559998;     385.239990;     375.600006;     369.369995;     324.970001;     255.830002;       0.010200
SMEDGO_1489_b_oc;SIMBADA-MEDGOOS-5;PierreYvesDeschamps;    38.797;     9.244;20021106T080252Z;P10100100;M110100101100020000;    26.000;    69.395;       0.024238;       0.023692;       0.020821;       0.013293;       0.006944;       0.001822;       0.001312;            NaN;       0.001045;     429.700012;     505.630005;     561.460022;     554.599976;     525.880005;     507.950012;     490.470001;     426.179993;     333.829987;       0.005300
SMEDGO_1490_b_oc;SIMBADA-MEDGOOS-5;PierreYvesDeschamps;    38.794;     9.248;20021106T080415Z;P10100100;M110100101100020000;    26.000;    69.103;       0.023368;       0.023064;       0.020304;       0.012814;       0.006580;       0.001729;       0.001227;            NaN;       0.000951;     433.929993;     510.609985;     567.049988;     560.210022;     531.510010;     513.330017;     495.410004;     430.350006;     337.070007;       0.005300
SMEDGO_1491_b_oc;SIMBADA-MEDGOOS-5;PierreYvesDeschamps;    38.695;     9.428;20021106T085956Z;P10100100;M110100101100020000;    42.000;    61.862;       0.028450;       0.026665;       0.019949;       0.012289;       0.005362;       0.001003;       0.000747;       0.000129;       0.000099;     616.229980;     715.049988;     783.280029;     773.500000;     738.440002;     706.630005;     671.219971;     576.750000;     449.760010;       0.007200
SMEDGO_1492_b_oc;SIMBADA-MEDGOOS-5;PierreYvesDeschamps;    38.693;     9.433;20021106T090126Z;P10100100;M110100101100020000;    42.000;    61.636;       0.027906;       0.026298;       0.019737;       0.012356;       0.005251;       0.000873;       0.000618;       0.000070;       0.000119;     618.729980;     717.890015;     786.440002;     776.690002;     741.760010;     709.869995;     674.229980;     579.359985;     451.880005;       0.010000
SCalCO_1493_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.972;  -117.317;20021110T210755Z;P10100100;M110100101100020000;     4.000;    54.695;       0.013684;       0.012536;       0.011597;       0.008663;       0.005026;       0.000945;       0.000723;       0.000212;            NaN;     795.320007;     913.710022;     991.510010;     978.739990;     938.070007;     891.789978;     837.859985;     714.409973;     555.219971;       0.009000
SCalCO_1494_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.356;  -118.572;20021111T162620Z;P10100100;M110100101100020000;    46.000;    67.547;       0.011782;       0.011973;       0.011842;       0.007666;       0.004226;       0.000404;       0.000598;       0.000135;       0.000017;     468.790009;     550.580017;     611.169983;     604.729980;     577.880005;     556.650024;     533.239990;     461.000000;     360.540009;       0.028200
SCalCO_1495_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.349;  -118.561;20021111T170321Z;P10100100;M110100101100020000;    47.000;    61.869;       0.011785;       0.011807;       0.011281;       0.007589;       0.003822;       0.000374;       0.000387;       0.000097;       0.000018;     623.710022;     722.239990;     789.890015;     780.140015;     746.210022;     712.780029;     674.780029;     578.440002;     450.609985;       0.013600
SCalCO_1496_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.179;  -118.901;20021111T215230Z;P10100100;M110100101100020000;   999.000;    58.689;       0.018003;       0.017387;       0.015448;       0.010009;       0.004953;       0.000709;       0.000557;       0.000212;            NaN;     707.119995;     814.799988;     886.719971;     875.369995;     838.039978;     798.039978;     752.000000;     642.460022;     499.670013;       0.006900
SCalCO_1497_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.179;  -118.902;20021111T215342Z;P10100100;M110100101100020000;   999.000;    58.818;       0.017524;       0.016945;       0.015191;       0.009795;       0.004785;       0.000570;       0.000468;       0.000256;            NaN;     703.909973;     811.090027;     882.650024;     871.299988;     834.000000;     794.219971;     748.500000;     639.539978;     497.410004;       0.006900
SCalCO_1498_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.178;  -118.911;20021111T222027Z;P10100100;M110100101100020000;   999.000;    62.558;       0.017314;       0.017046;       0.015436;       0.010035;       0.004933;       0.000636;       0.000590;       0.000091;       0.000055;     611.820007;     708.309998;     774.309998;     764.489990;     730.429993;     697.690002;     660.890015;     566.700012;     441.440002;       0.012200
SCalCO_1499_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.179;  -118.924;20021111T225208Z;P10100100;M110100101100020000;   999.000;    67.518;       0.016913;       0.016491;       0.014969;       0.009478;       0.004438;       0.000383;       0.000386;       0.000098;       0.000009;     476.630005;     559.799988;     621.440002;     614.929993;     587.780029;     566.090027;     542.080017;     468.480011;     366.269989;       0.006000
SCalCO_1500_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    31.253;  -120.775;20021112T170603Z;P10100100;M110100101100020000;   999.000;    62.166;       0.021306;       0.020751;       0.017958;       0.011792;       0.006074;       0.001205;       0.000788;       0.000109;       0.000109;     621.440002;     719.440002;     786.489990;     776.570007;     742.190002;     708.739990;     671.030029;     575.140015;     447.850006;            NaN
SCalCO_1501_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    31.232;  -120.816;20021112T172052Z;P10100100;M110100101100020000;   999.000;    60.145;       0.022903;       0.022102;       0.018567;       0.012130;       0.006127;       0.001239;       0.000788;       0.000137;       0.000082;     665.349976;     770.390015;     842.780029;     832.809998;     798.270020;     761.929993;     719.719971;     616.000000;     479.500000;            NaN
SCalCO_1502_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    31.210;  -120.856;20021112T173520Z;P10100100;M110100101100020000;   999.000;    58.110;       0.022872;       0.022501;       0.018996;       0.012241;       0.006114;       0.001227;       0.000837;       0.000121;       0.000102;     721.020020;     830.729980;     903.979980;     892.460022;     854.719971;     813.630005;     766.179993;     654.219971;     508.619995;            NaN
SCalCO_1503_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.423;  -119.965;20021115T180354Z;P10100100;M110100101100020000;   999.000;    56.160;       0.019914;       0.019428;       0.016722;       0.010944;       0.005592;       0.001122;       0.000719;       0.000111;       0.000093;     763.010010;     879.090027;     956.940002;     945.250000;     907.099976;     863.150024;     811.460022;     692.169983;     537.960022;            NaN
SCalCO_1504_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.424;  -119.966;20021115T181546Z;P10100100;M110100101100020000;   999.000;    54.986;       0.019283;       0.019046;       0.016618;       0.010815;       0.005374;       0.001029;       0.000687;       0.000181;       0.000029;     800.719971;     918.780029;     995.669983;     982.549988;     941.469971;     894.020020;     838.869995;     714.429993;     554.739990;            NaN
SCalCO_1505_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.424;  -119.966;20021115T181626Z;P10100100;M110100101100020000;   999.000;    54.894;       0.019408;       0.019278;       0.016925;       0.010978;       0.005445;       0.001015;       0.000655;       0.000180;       0.000019;     801.909973;     920.140015;     997.169983;     984.039978;     942.950012;     895.409973;     840.150024;     715.500000;     555.570007;            NaN
SCalCO_1506_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    32.425;  -119.966;20021115T182114Z;P10100100;M110100101100020000;   999.000;    54.446;       0.020707;       0.020310;       0.017253;       0.011373;       0.005846;       0.001185;       0.000757;       0.000122;       0.000094;     810.590027;     930.119995;    1008.070007;     994.909973;     953.729980;     905.590027;     849.440002;     723.280029;     561.580017;            NaN
SCalCO_1507_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    31.926;  -124.180;20021119T170025Z;P10100100;M110100101100020000;   999.000;    67.174;       0.025952;       0.024515;       0.018607;       0.009868;       0.003777;            NaN;       0.000125;            NaN;       0.000061;     479.690002;     563.770020;     626.390015;     620.080017;     593.320007;     571.669983;     547.390015;     473.170013;     370.089996;       0.012100
SCalCO_1508_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    31.916;  -124.174;20021119T172540Z;P10100100;M110100101100020000;   999.000;    63.456;       0.026258;       0.024644;       0.018395;       0.009896;       0.003920;            NaN;       0.000093;            NaN;       0.000050;     575.049988;     670.440002;     738.770020;     730.770020;     700.450012;     671.510010;     638.049988;     548.570007;     428.100006;       0.014900
