MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_410;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_670;Rho_wn_IS_750;Rho_wn_IS_870;Es_IS_410;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_670;Es_IS_750;Es_IS_870;AOT_IS_870
SCalCO_1509_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    31.919;  -124.178;20021119T174347Z;P10100100;M110100101100020000;   999.000;    61.013;       0.027137;       0.025827;       0.019451;       0.010511;       0.004170;       0.000128;       0.000147;            NaN;       0.000041;     643.250000;     745.270020;     815.770020;     806.130005;     772.340027;     737.830017;     697.929993;     598.059998;     465.940002;       0.013200
SCalCO_1510_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    31.921;  -124.187;20021119T182136Z;P10100100;M110100101100020000;   999.000;    56.583;       0.027978;       0.026042;       0.019022;       0.010405;       0.004346;       0.000234;       0.000210;       0.000020;       0.000031;     749.840027;     864.590027;     941.979980;     930.669983;     893.349976;     850.690002;     800.369995;     683.229980;     531.359985;       0.008300
SCalCO_1511_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    34.273;  -120.011;20021121T211337Z;P10100100;M110100101100020000;    17.000;    57.864;       0.011996;       0.011787;       0.013395;       0.011570;       0.008338;       0.001688;       0.001311;       0.000222;       0.000107;     707.390015;     825.219971;     906.760010;     897.219971;     861.840027;     822.270020;     775.460022;     662.840027;     515.559998;       0.000900
SCalCO_1512_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    34.274;  -120.015;20021121T211438Z;P10100100;M110100101100020000;    17.000;    57.950;       0.012128;       0.011825;       0.013618;       0.011941;       0.008783;       0.001798;       0.001394;       0.000196;       0.000147;     712.419983;     826.789978;     905.380005;     895.229980;     859.190002;     819.609985;     773.039978;     660.900024;     514.150024;       0.001800
SCalCO_1513_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    33.589;  -119.691;20021125T202707Z;P10100100;M110100101100020000;    32.000;    55.066;       0.009709;       0.010216;       0.011015;       0.007852;       0.004726;       0.000953;       0.000657;            NaN;       0.000250;     772.929993;     890.780029;     970.289978;     959.070007;     921.729980;     878.719971;     827.229980;     707.039978;     550.880005;       0.041800
SCalCO_1514_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    33.542;  -119.573;20021125T210625Z;P10100100;M110100101100020000;    26.000;    57.469;       0.012600;       0.012465;       0.011738;       0.008326;       0.004558;       0.000763;       0.000586;       0.000035;       0.000140;     714.280029;     826.239990;     903.409973;     893.400024;     858.549988;     820.159973;     774.260010;     663.109985;     517.119995;       0.037300
SCalCO_1515_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    33.499;  -119.464;20021125T214019Z;P10100100;M110100101100020000;    21.000;    60.688;       0.011146;       0.010552;       0.010259;       0.007566;       0.004315;       0.000655;       0.000554;       0.000068;       0.000102;     626.650024;     728.820007;     801.489990;     793.289978;     762.469971;     731.169983;     693.710022;     596.549988;     466.470001;       0.060700
SCalCO_1516_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    33.498;  -119.462;20021125T214102Z;P10100100;M110100101100020000;    21.000;    60.796;       0.011385;       0.010824;       0.010680;       0.007943;       0.004533;       0.000658;       0.000626;       0.000026;       0.000146;     625.080017;     726.989990;     799.479980;     791.289978;     760.469971;     729.280029;     691.969971;     595.090027;     465.339996;       0.060700
SCalCO_1517_b_oc;SIMBADA-CalCOFI0211;PierreYvesDeschamps;    33.460;  -119.369;20021125T220954Z;P10100100;M110100101100020000;    21.000;    64.137;       0.010308;       0.010127;       0.010168;       0.007686;       0.004508;       0.000726;       0.000609;       0.000058;       0.000117;     539.940002;     631.539978;     698.510010;     691.630005;     663.700012;     638.760010;     609.549988;     526.340027;     412.369995;       0.065500
SCDC20_1518_b_oc;SIMBADA-CDC-2002-12-19;PierreYvesDeschamps;    51.072;     1.606;20021219T105659Z;P10100100;M110100101100020000;    15.000;    75.414;       0.010007;       0.021334;       0.035110;       0.029242;       0.023428;       0.006158;       0.004971;            NaN;       0.003029;     281.230011;     334.670013;     374.720001;     368.170013;     339.500000;     333.250000;     333.880005;     297.709991;     236.020004;       0.067100
Sdiapa_1519_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.623;   167.441;20030204T002143Z;P10100100;M110100101100020000;    -1.000;    10.804;       0.033110;       0.026595;       0.020742;       0.014059;       0.007272;       0.001408;       0.001018;       0.000041;       0.000350;    1517.920044;    1709.760010;    1819.569946;    1792.900024;    1724.750000;    1619.319946;    1493.109985;    1255.729980;     969.369995;            NaN
Sdiapa_1520_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.630;   167.422;20030204T035341Z;P10100100;M110100101100020000;    -1.000;    40.081;       0.037075;       0.029254;       0.022307;       0.014754;       0.007320;       0.001063;       0.000868;       0.000021;       0.000277;    1132.859985;    1285.810059;    1378.589966;    1359.339966;    1306.099976;    1231.300049;    1142.400024;     964.789978;     745.770020;       0.030800
Sdiapa_1521_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.630;   167.422;20030204T035443Z;P10100100;M110100101100020000;    -1.000;    40.315;       0.036383;       0.028966;       0.018953;       0.014088;       0.006630;       0.000967;       0.000677;       0.000052;       0.000166;    1128.869995;    1281.270020;    1373.699951;    1354.479980;    1301.310059;    1226.800049;    1138.300049;     961.380005;     743.140015;       0.030800
Sdiapa_1522_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.598;   167.228;20030205T000343Z;P10100100;M110100101100020000;    -1.000;    15.176;       0.032778;       0.026274;       0.019956;       0.012862;       0.006105;       0.000858;       0.000876;            NaN;       0.000623;    1439.760010;    1623.449951;    1729.650024;    1704.670044;    1640.359985;    1540.890015;    1421.560059;    1196.069946;     923.539978;       0.182800
Sdiapa_1523_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.598;   167.228;20030205T000422Z;P10100100;M110100101100020000;    -1.000;    14.947;       0.031995;       0.025598;       0.019488;       0.012510;       0.005907;       0.000857;       0.000802;            NaN;       0.000478;    1440.810059;    1624.640015;    1730.930054;    1705.939941;    1641.589966;    1542.050049;    1422.609985;    1196.939941;     924.219971;       0.182800
Sdiapa_1524_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.827;   167.068;20030206T042533Z;P10100100;M110100101100020000;    -1.000;    47.296;       0.034731;       0.026798;       0.021332;       0.014770;       0.007275;       0.001163;       0.000788;       0.000140;       0.000140;     941.690002;    1075.410034;    1160.900024;    1146.329956;    1103.349976;    1045.390015;     975.380005;     828.190002;     643.229980;       0.131000
Sdiapa_1525_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.827;   167.068;20030206T042624Z;P10100100;M110100101100020000;    -1.000;    47.529;       0.033371;       0.025970;       0.020688;       0.014393;       0.007140;       0.001018;       0.000695;       0.000040;       0.000200;     956.989990;    1091.719971;    1176.829956;    1161.410034;    1116.400024;    1056.489990;     984.950012;     835.359985;     647.859985;       0.084700
Sdiapa_1526_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.827;   167.068;20030206T042822Z;P10100100;M110100101100020000;    -1.000;    47.995;       0.032635;       0.025227;       0.019867;       0.013901;       0.006905;       0.001163;       0.000850;       0.000168;       0.000099;     936.000000;    1070.819946;    1158.000000;    1143.750000;    1101.119995;    1043.449951;     973.719971;     826.559998;     641.429993;       0.084700
Sdiapa_1527_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.827;   167.068;20030206T042902Z;P10100100;M110100101100020000;    -1.000;    48.229;       0.033835;       0.026252;       0.020723;       0.014265;       0.006805;       0.001075;       0.000739;       0.000050;       0.000221;     933.059998;    1067.459961;    1154.349976;    1140.119995;    1097.520020;    1040.060059;     970.630005;     823.969971;     639.429993;       0.084700
Sdiapa_1528_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.792;   167.083;20030207T000223Z;P10100100;M110100101100020000;    -1.000;    15.817;       0.034147;       0.027834;       0.021188;       0.013625;       0.006290;       0.000980;       0.000840;       0.000073;       0.000271;    1448.199951;    1632.729980;    1739.209961;    1713.959961;    1648.949951;    1548.780029;    1428.780029;    1202.030029;     928.000000;       0.127500
Sdiapa_1529_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.792;   167.083;20030207T000321Z;P10100100;M110100101100020000;    -1.000;    15.591;       0.034128;       0.027994;       0.021351;       0.013894;       0.006368;       0.000958;       0.000797;       0.000021;       0.000302;    1449.829956;    1634.579956;    1741.189941;    1715.920044;    1650.869995;    1550.579956;    1430.420044;    1203.390015;     929.049988;       0.127500
Sdiapa_1530_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.837;   167.044;20030207T014322Z;P10100100;M110100101100020000;    -1.000;    10.054;       0.033815;       0.026511;       0.021105;       0.014062;       0.006817;       0.000891;       0.000910;       0.000123;       0.000298;    1493.969971;    1682.869995;    1791.089966;    1764.900024;    1697.959961;    1594.270020;    1470.040039;    1236.400024;     954.530029;       0.098200
Sdiapa_1531_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.833;   167.072;20030207T215750Z;P10100100;M110100101100020000;    -1.000;    44.938;       0.034330;       0.026885;       0.020493;       0.013266;       0.006640;       0.000972;       0.000787;       0.000182;       0.000162;    1030.829956;    1175.430054;    1266.599976;    1250.160034;    1202.739990;    1137.099976;    1058.270020;     896.200012;     694.239990;       0.017200
Sdiapa_1532_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.838;   167.066;20030207T234843Z;P10100100;M110100101100020000;    -1.000;    19.140;       0.034029;       0.027323;       0.020937;       0.014012;       0.006767;       0.001275;       0.000965;       0.000187;       0.000104;    1448.449951;    1634.270020;    1742.260010;    1717.239990;    1652.390015;    1552.750000;    1433.219971;    1206.319946;     931.630005;            NaN
Sdiapa_1533_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.850;   167.078;20030208T013921Z;P10100100;M110100101100020000;    -1.000;     9.420;       0.032295;       0.026095;       0.021050;       0.013625;       0.007124;       0.001291;       0.001443;       0.000267;       0.000195;    1521.069946;    1713.310059;    1823.369995;    1796.680054;    1728.489990;    1622.819946;    1496.250000;    1258.329956;     971.369995;            NaN
Sdiapa_1534_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -21.003;   166.506;20030208T232323Z;P10100100;M110100101100020000;    -1.000;    25.536;       0.031039;       0.025289;       0.020859;       0.014949;       0.008120;       0.001484;       0.001220;       0.000174;       0.000255;    1362.459961;    1538.979980;    1642.569946;    1619.199951;    1557.869995;    1465.260010;    1354.160034;    1140.979980;     881.820007;       0.045000
Sdiapa_1535_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.989;   166.493;20030208T235757Z;P10100100;M110100101100020000;    -1.000;    17.774;       0.029676;       0.024339;       0.020140;       0.014159;       0.007745;       0.001246;       0.000996;       0.000185;       0.000133;    1452.359985;    1637.670044;    1744.780029;    1719.510010;    1654.310059;    1554.189941;    1434.209961;    1206.979980;     932.119995;       0.044200
Sdiapa_1536_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -20.985;   166.490;20030209T000043Z;P10100100;M110100101100020000;    -1.000;    17.102;       0.028896;       0.024104;       0.019948;       0.013313;       0.007353;       0.001343;       0.000937;       0.000494;            NaN;    1455.689941;    1641.439941;    1748.810059;    1723.510010;    1658.239990;    1557.869995;    1437.540039;    1209.750000;     934.260010;       0.044200
Sdiapa_1537_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -22.526;   166.809;20030210T001406Z;P10100100;M110100101100020000;    -1.000;    14.546;       0.026459;       0.027103;       0.026979;       0.018204;       0.008536;       0.001391;       0.001171;       0.000185;       0.000164;    1484.270020;    1673.449951;    1782.579956;    1756.630005;    1689.650024;    1587.239990;    1464.699951;    1232.550049;     951.750000;            NaN
Sdiapa_1538_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -22.482;   166.443;20030210T023737Z;P10100100;M110100101100020000;    -1.000;    22.211;       0.029851;       0.031056;       0.033585;       0.023124;       0.011031;       0.001750;       0.001292;       0.000205;       0.000143;    1408.060059;    1590.010010;    1696.500000;    1672.329956;    1609.209961;    1512.859985;    1397.239990;    1176.569946;     908.859985;            NaN
Sdiapa_1539_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -22.576;   166.103;20030211T014633Z;P10100100;M110100101100020000;    -1.000;    11.592;       0.049200;       0.037844;       0.024458;       0.014418;       0.006218;       0.001146;       0.000900;       0.000189;       0.000168;    1504.550049;    1695.420044;    1805.020020;    1778.569946;    1710.619995;    1606.489990;    1481.989990;    1246.800049;     962.619995;            NaN
Sdiapa_1540_b_oc;SIMBADA-diapalis-07;PierreYvesDeschamps;   -22.584;   166.110;20030211T022204Z;P10100100;M110100101100020000;    -1.000;    18.791;       0.051577;       0.039590;       0.025500;       0.015256;       0.006679;       0.001261;       0.000931;       0.000225;       0.000086;    1446.050049;    1631.540039;    1739.209961;    1714.040039;    1648.660034;    1549.349976;    1430.530029;    1204.300049;     930.119995;            NaN
