MATCHUP_ID;Site;PI;Lat_IS;Lon_IS;TIME_IS;PQC;MQC;land_dist_IS;Theta_S;Rho_wn_IS_412;Rho_wn_IS_443;Rho_wn_IS_490;Rho_wn_IS_510;Rho_wn_IS_560;Rho_wn_IS_620;Rho_wn_IS_665;Rho_wn_IS_681;Rho_wn_IS_708;Rho_wn_IS_753;Lw_IS_412;Lw_IS_443;Lw_IS_490;Lw_IS_510;Lw_IS_560;Lw_IS_620;Lw_IS_665;Lw_IS_681;Lw_IS_708;Lw_IS_753;Es_IS_412;Es_IS_443;Es_IS_490;Es_IS_510;Es_IS_560;Es_IS_620;Es_IS_665;Es_IS_681;Es_IS_708;Es_IS_753
MOBY_3378_b_oc;MOBY;KennethVoss;    20.822;  -157.192;20091029T223801Z;P10100100;M111110111101110100;    14.000;    34.804;       0.047809;       0.035774;       0.022384;       0.011479;       0.004417;       0.000375;       0.000137;       0.000112;       0.000025;            NaN;       1.638300;       1.371500;       0.928200;       0.477100;       0.176500;       0.013600;       0.004800;       0.003900;       0.000800;            NaN;     109.000000;     122.300003;     132.699997;     133.699997;     128.600006;     117.000000;     113.300003;     110.699997;     100.599998;      95.699997
MOBY_3379_b_oc;MOBY;KennethVoss;    20.822;  -157.191;20091030T223714Z;P10100100;M111110111101110100;    13.000;    35.088;       0.048278;       0.036691;       0.023271;       0.012015;       0.004664;       0.000401;       0.000152;       0.000140;       0.000028;       0.000003;       1.687600;       1.433100;       0.980900;       0.507200;       0.188700;       0.014700;       0.005400;       0.004900;       0.000900;       0.000100;     111.199997;     124.599998;     134.899994;     135.800003;     130.199997;     118.300003;     114.500000;     111.800003;     101.599998;      96.500000
MOBY_3380_b_oc;MOBY;KennethVoss;    20.821;  -157.185;20091115T223716Z;P10100100;M111110111101110100;    13.000;    39.555;       0.042818;       0.032167;       0.021624;       0.011574;       0.004568;       0.000395;       0.000150;       0.000139;       0.000027;            NaN;       1.401700;       1.181200;       0.858300;       0.459500;       0.173800;       0.013600;       0.005000;       0.004600;       0.000800;            NaN;     104.500000;     117.500000;     127.599998;     128.399994;     123.199997;     111.900002;     108.500000;     105.900002;      95.500000;      91.500000
MOBY_3381_b_oc;MOBY;KennethVoss;    20.812;  -157.194;20091117T223717Z;P10100100;M111110111101110100;    14.000;    40.034;       0.039596;       0.030401;       0.020280;       0.010924;       0.004356;       0.000377;       0.000146;       0.000138;       0.000029;            NaN;       1.279700;       1.107500;       0.799600;       0.431800;       0.165100;       0.013000;       0.004900;       0.004600;       0.000900;            NaN;     103.199997;     116.599998;     126.800003;     127.900002;     122.800003;     112.099998;     109.000000;     106.500000;      97.300003;      92.099998
MOBY_3382_b_oc;MOBY;KennethVoss;    20.824;  -157.211;20090810T000604Z;P10100100;M111110111101110100;    15.000;    22.295;       0.040757;       0.031089;       0.019645;       0.010106;       0.003913;       0.000338;       0.000122;       0.000103;       0.000021;            NaN;       1.719900;       1.459500;       0.989800;       0.511000;       0.188800;       0.014700;       0.005100;       0.004200;       0.000800;            NaN;     133.300003;     148.399994;     159.300003;     160.300003;     152.899994;     138.100006;     133.000000;     129.600006;     118.900002;     111.599998
MOBY_3383_b_oc;MOBY;KennethVoss;    20.816;  -157.207;20090811T000605Z;P10100100;M111110111101110100;    15.000;    22.415;       0.039913;       0.030769;       0.019757;       0.010200;       0.003977;       0.000377;       0.000143;       0.000123;       0.000026;       0.000003;       1.588400;       1.357900;       0.933000;       0.482000;       0.179500;       0.015300;       0.005600;       0.004700;       0.000900;       0.000100;     125.699997;     139.500000;     149.300003;     149.800003;     143.000000;     128.800003;     123.800003;     120.699997;     109.300003;     103.900002
MOBY_3384_b_oc;MOBY;KennethVoss;    20.834;  -157.194;20090815T000416Z;P10100100;M111110111101110100;    13.000;    22.511;       0.046382;       0.034708;       0.021259;       0.010741;       0.004127;       0.000390;       0.000134;       0.000115;       0.000024;       0.000003;       1.933600;       1.608300;       1.060200;       0.537900;       0.198300;       0.017000;       0.005600;       0.004700;       0.000900;       0.000100;     131.699997;     146.500000;     157.699997;     158.800003;     152.300003;     138.399994;     133.000000;     129.800003;     117.599998;     112.000000
MOBY_3385_b_oc;MOBY;KennethVoss;    20.831;  -157.186;20090816T000607Z;P10100100;M111110111101110100;    13.000;    23.125;       0.046501;       0.034370;       0.020655;       0.010233;       0.003839;       0.000346;       0.000125;       0.000106;       0.000019;            NaN;       1.953100;       1.602000;       1.033000;       0.512600;       0.183700;       0.014900;       0.005200;       0.004300;       0.000700;            NaN;     132.699997;     147.399994;     158.199997;     158.899994;     151.699997;     136.800003;     131.500000;     128.199997;     116.199997;     110.500000
MOBY_3386_b_oc;MOBY;KennethVoss;    20.822;  -157.208;20090818T000607Z;P10100100;M111110111101110100;    15.000;    23.424;       0.045737;       0.034330;       0.020300;       0.009967;       0.003731;       0.000332;       0.000121;       0.000102;       0.000021;            NaN;       1.935400;       1.617300;       1.028600;       0.506400;       0.180700;       0.014500;       0.005100;       0.004200;       0.000800;            NaN;     133.699997;     149.000000;     160.300003;     161.199997;     153.600006;     138.600006;     133.600006;     130.300003;     119.400002;     112.300003
MOBY_3387_b_oc;MOBY;KennethVoss;    20.830;  -157.198;20090819T000609Z;P10100100;M111110111101110100;    14.000;    23.605;       0.045116;       0.033914;       0.020660;       0.010382;       0.003951;       0.000350;       0.000128;       0.000107;       0.000022;            NaN;       1.879100;       1.569700;       1.026500;       0.516600;       0.187600;       0.015000;       0.005300;       0.004300;       0.000800;            NaN;     131.600006;     146.399994;     157.199997;     157.899994;     150.600006;     135.899994;     130.899994;     127.699997;     116.099998;     110.000000
MOBY_3388_b_oc;MOBY;KennethVoss;    20.827;  -157.210;20090822T000615Z;P10100100;M111110111101110100;    15.000;    24.142;       0.043423;       0.032354;       0.019962;       0.010149;       0.003905;       0.000354;       0.000134;       0.000115;       0.000024;            NaN;       1.831800;       1.517600;       1.005400;       0.512500;       0.188200;       0.015400;       0.005600;       0.004700;       0.000900;            NaN;     133.300003;     148.399994;     159.399994;     160.300003;     152.899994;     138.100006;     133.000000;     129.699997;     118.599998;     111.699997
MOBY_3389_b_oc;MOBY;KennethVoss;    20.824;  -157.200;20090826T000611Z;P10100100;M111110111101110100;    15.000;    24.968;       0.045480;       0.034330;       0.020734;       0.010442;       0.004006;       0.000376;       0.000140;       0.000115;       0.000025;            NaN;       1.869400;       1.568500;       1.017000;       0.513900;       0.187900;       0.015900;       0.005700;       0.004600;       0.000900;            NaN;     129.899994;     144.600006;     155.300003;     156.300003;     148.899994;     134.500000;     129.500000;     126.300003;     116.000000;     108.699997
MOBY_3390_b_oc;MOBY;KennethVoss;    20.822;  -157.201;20090828T000612Z;P10100100;M111110111101110100;    15.000;    25.410;       0.043227;       0.032099;       0.019748;       0.010136;       0.003924;       0.000354;       0.000136;       0.000114;       0.000022;            NaN;       1.767100;       1.458200;       0.962800;       0.495800;       0.182800;       0.014900;       0.005500;       0.004500;       0.000800;            NaN;     129.199997;     143.800003;     154.399994;     155.399994;     147.899994;     133.600006;     128.699997;     125.500000;     115.800003;     108.099998
MOBY_3391_b_oc;MOBY;KennethVoss;    20.830;  -157.202;20090829T000613Z;P10100100;M111110111101110100;    14.000;    25.642;       0.044831;       0.033100;       0.020063;       0.010175;       0.003911;       0.000345;       0.000130;       0.000110;       0.000022;            NaN;       1.831200;       1.503500;       0.980600;       0.498600;       0.183000;       0.014600;       0.005300;       0.004400;       0.000800;            NaN;     129.100006;     143.800003;     154.800003;     155.699997;     148.600006;     134.399994;     129.500000;     126.400002;     115.800003;     109.000000
MOBY_3392_b_oc;MOBY;KennethVoss;    20.832;  -157.196;20090901T000614Z;P10100100;M111110111101110100;    14.000;    26.225;       0.042692;       0.031859;       0.019716;       0.010196;       0.003989;       0.000362;       0.000134;       0.000115;       0.000024;            NaN;       1.750500;       1.453900;       0.967800;       0.502400;       0.187600;       0.015400;       0.005500;       0.004600;       0.000900;            NaN;     129.600006;     144.500000;     155.500000;     156.600006;     149.399994;     135.100006;     130.300003;     127.000000;     116.800003;     109.500000
MOBY_3393_b_oc;MOBY;KennethVoss;    20.827;  -157.204;20090902T000615Z;P10100100;M111110111101110100;    14.000;    26.465;       0.040576;       0.030000;       0.018772;       0.009648;       0.003708;       0.000326;       0.000124;       0.000107;       0.000022;       0.000003;       1.671300;       1.375500;       0.926000;       0.477100;       0.175200;       0.013900;       0.005100;       0.004300;       0.000800;       0.000100;     130.199997;     145.199997;     156.300003;     157.199997;     150.100006;     135.699997;     130.899994;     127.699997;     116.699997;     110.000000
MOBY_3394_b_oc;MOBY;KennethVoss;    20.827;  -157.201;20090904T000614Z;P10100100;M111110111101110100;    14.000;    26.979;       0.041479;       0.030815;       0.018901;       0.009353;       0.003441;       0.000293;       0.000110;       0.000095;       0.000020;            NaN;       1.658500;       1.370700;       0.903500;       0.448200;       0.157300;       0.012100;       0.004400;       0.003700;       0.000700;            NaN;     126.400002;     140.899994;     151.500000;     152.399994;     145.300003;     131.500000;     126.900002;     123.800003;     113.500000;     106.699997
MOBY_3395_b_oc;MOBY;KennethVoss;    20.814;  -157.199;20090909T000617Z;P10100100;M111110111101110100;    14.000;    28.330;       0.038764;       0.030102;       0.020116;       0.010842;       0.004294;       0.000379;       0.000144;       0.000126;       0.000026;            NaN;       1.486600;       1.282400;       0.920600;       0.497600;       0.188000;       0.015000;       0.005500;       0.004700;       0.000900;            NaN;     121.199997;     134.899994;     145.000000;     145.899994;     139.100006;     125.800003;     121.300003;     118.300003;     108.400002;     102.000000
MOBY_3396_b_oc;MOBY;KennethVoss;    20.813;  -157.189;20090910T000618Z;P10100100;M111110111101110100;    14.000;    28.621;       0.037840;       0.029801;       0.019998;       0.010663;       0.004226;       0.000388;       0.000145;       0.000116;       0.000026;       0.000003;       1.445100;       1.265600;       0.911900;       0.487600;       0.184300;       0.015300;       0.005500;       0.004300;       0.000900;       0.000100;     120.699997;     134.500000;     144.500000;     145.399994;     138.600006;     125.500000;     120.900002;     117.900002;     108.199997;     101.599998
MOBY_3397_b_oc;MOBY;KennethVoss;    20.814;  -157.198;20090913T000619Z;P10100100;M111110111101110100;    14.000;    29.486;       0.044309;       0.033114;       0.020602;       0.010513;       0.004045;       0.000356;       0.000136;       0.000118;       0.000023;            NaN;       1.737400;       1.443200;       0.965400;       0.493100;       0.181200;       0.014400;       0.005300;       0.004500;       0.000800;            NaN;     124.000000;     138.199997;     148.699997;     149.399994;     142.600006;     128.899994;     124.199997;     121.099998;     110.300003;     104.400002
MOBY_3398_b_oc;MOBY;KennethVoss;    20.819;  -157.194;20090916T000620Z;P10100100;M111110111101110100;    14.000;    30.392;       0.043899;       0.032866;       0.020681;       0.010670;       0.004100;       0.000353;       0.000131;       0.000110;       0.000023;            NaN;       1.680200;       1.405600;       0.955900;       0.495600;       0.182200;       0.014200;       0.005100;       0.004200;       0.000800;            NaN;     121.099998;     135.699997;     146.800003;     148.100006;     141.600006;     128.300003;     123.800003;     120.800003;     111.699997;     104.300003
MOBY_3399_b_oc;MOBY;KennethVoss;    20.821;  -157.189;20090920T000516Z;P10100100;M111110111101110100;    13.000;    31.440;       0.035346;       0.026684;       0.017070;       0.008481;       0.002951;       0.000201;       0.000067;       0.000058;       0.000009;            NaN;       1.351100;       1.141400;       0.789700;       0.393600;       0.131000;       0.008100;       0.002600;       0.002200;       0.000300;            NaN;     121.099998;     135.899994;     147.199997;     148.300003;     141.800003;     128.600006;     124.300003;     121.300003;     111.099998;     104.699997
MOBY_3400_b_oc;MOBY;KennethVoss;    20.825;  -157.189;20091003T000606Z;P10100100;M111110111101110100;    13.000;    35.954;       0.036764;       0.028029;       0.017847;       0.008629;       0.002955;       0.000166;       0.000052;       0.000047;       0.000009;            NaN;       1.290400;       1.106400;       0.764200;       0.370700;       0.121900;       0.006200;       0.001900;       0.001700;       0.000300;            NaN;     111.800003;     126.099998;     137.300003;     138.500000;     133.100006;     121.199997;     117.199997;     114.400002;     104.300003;      98.800003
MOBY_3401_b_oc;MOBY;KennethVoss;    20.832;  -157.188;20091015T000634Z;P10100100;M111110111101110100;    13.000;    39.805;       0.048252;       0.036487;       0.023571;       0.012368;       0.004795;       0.000388;       0.000144;       0.000123;       0.000023;            NaN;       1.539400;       1.310000;       0.916400;       0.481600;       0.178900;       0.013100;       0.004700;       0.004000;       0.000700;            NaN;     102.000000;     115.099998;     125.300003;     126.300003;     121.199997;     110.199997;     106.599998;     104.199997;      95.099998;      90.099998
MOBY_3402_b_oc;MOBY;KennethVoss;    20.813;  -157.187;20091026T000709Z;P10100100;M111110111101110100;    14.000;    43.227;       0.045537;       0.034377;       0.021828;       0.011236;       0.004377;       0.000355;       0.000129;       0.000115;       0.000022;            NaN;       1.352700;       1.147400;       0.786600;       0.405000;       0.151000;       0.011100;       0.003900;       0.003500;       0.000600;            NaN;      95.400002;     107.500000;     116.900002;     117.800003;     113.000000;     102.900002;      99.699997;      97.500000;      88.699997;      84.400002
MOBY_3403_b_oc;MOBY;KennethVoss;    20.817;  -157.185;20091027T000710Z;P10100100;M111110111101110100;    14.000;    43.509;       0.047747;       0.035775;       0.022479;       0.011496;       0.004493;       0.000373;       0.000137;       0.000126;       0.000022;            NaN;       1.408600;       1.184400;       0.803100;       0.410100;       0.153300;       0.011500;       0.004100;       0.003800;       0.000600;            NaN;      94.800003;     106.699997;     116.000000;     116.699997;     111.900002;     101.800003;      98.699997;      96.500000;      87.599998;      83.500000
MOBY_3404_b_oc;MOBY;KennethVoss;    20.817;  -157.184;20091028T000704Z;P10100100;M111110111101110100;    13.000;    43.785;       0.047958;       0.036095;       0.022835;       0.011765;       0.004608;       0.000388;       0.000143;       0.000124;       0.000027;            NaN;       1.359600;       1.146900;       0.782100;       0.402800;       0.150900;       0.011500;       0.004100;       0.003600;       0.000700;            NaN;      91.099998;     102.400002;     111.199997;     112.000000;     107.400002;      97.800003;      94.800003;      92.699997;      84.300003;      80.300003
MOBY_3405_b_oc;MOBY;KennethVoss;    20.821;  -157.192;20091104T000707Z;P10100100;M111110111101110100;    14.000;    45.449;       0.041823;       0.032082;       0.021497;       0.011451;       0.004556;       0.000373;       0.000133;       0.000125;       0.000026;       0.000008;       1.201500;       1.038100;       0.752500;       0.400700;       0.152500;       0.011300;       0.003900;       0.003700;       0.000700;       0.000200;      92.199997;     104.099998;     113.400002;     114.199997;     109.500000;      99.699997;      96.800003;      94.699997;      85.900002;      81.900002
MOBY_3406_b_oc;MOBY;KennethVoss;    20.820;  -157.191;20100112T205432Z;P10100100;M111110111101110100;    13.000;    49.423;       0.025319;       0.021276;       0.016806;       0.010275;       0.004375;       0.000395;       0.000155;       0.000170;       0.000033;       0.000009;       0.607600;       0.589700;       0.515300;       0.317500;       0.130600;       0.010900;       0.004200;       0.004500;       0.000800;       0.000200;      76.000000;      87.699997;      96.900002;      98.099998;      94.699997;      87.400002;      85.599998;      83.500000;      76.199997;      71.900002
MOBY_3407_b_oc;MOBY;KennethVoss;    20.820;  -157.193;20100116T205424Z;P10100100;M111110111101110100;    14.000;    49.034;       0.030464;       0.024648;       0.017166;       0.009392;       0.003680;       0.000317;       0.000111;       0.000108;       0.000025;       0.000004;       0.880600;       0.807600;       0.610700;       0.336100;       0.126700;       0.010000;       0.003400;       0.003300;       0.000700;       0.000100;      92.500000;     105.099998;     114.800003;     116.300003;     112.000000;     102.900002;     100.400002;      97.900002;      89.800003;      83.800003
MOBY_3408_b_oc;MOBY;KennethVoss;    20.826;  -157.206;20100118T205425Z;P10100100;M111110111101110100;    14.000;    48.811;       0.027978;       0.021843;       0.015176;       0.008307;       0.003247;       0.000252;       0.000090;       0.000091;       0.000020;       0.000004;       0.875000;       0.776800;       0.586300;       0.322700;       0.121300;       0.008600;       0.003000;       0.003000;       0.000600;       0.000100;     100.099998;     114.099998;     124.699997;     126.300003;     121.599998;     111.599998;     108.599998;     105.800003;      96.599998;      90.099998
MOBY_3409_b_oc;MOBY;KennethVoss;    20.829;  -157.203;20100119T205425Z;P10100100;M111110111101110100;    14.000;    48.685;       0.031846;       0.024642;       0.016411;       0.008779;       0.003387;       0.000277;       0.000101;       0.000101;       0.000023;       0.000004;       0.974300;       0.856700;       0.619800;       0.333900;       0.124100;       0.009300;       0.003300;       0.003300;       0.000700;       0.000100;      98.099998;     111.800003;     122.300003;     124.099998;     119.699997;     110.000000;     107.199997;     104.400002;      95.599998;      88.900002
MOBY_3411_b_oc;MOBY;KennethVoss;    20.829;  -157.203;20100126T203414Z;P10100100;M111110111101110100;    14.000;    50.489;       0.030511;       0.024749;       0.016776;       0.008877;       0.003309;       0.000217;       0.000073;       0.000077;       0.000015;            NaN;       0.835800;       0.765100;       0.560000;       0.296800;       0.106400;       0.006400;       0.002100;       0.002200;       0.000400;            NaN;      87.800003;      99.400002;     108.099998;     109.099998;     105.000000;      96.800003;      94.199997;      91.800003;      83.300003;      78.900002
MOBY_3412_b_oc;MOBY;KennethVoss;    20.820;  -157.209;20100129T203410Z;P10100100;M111110111101110100;    15.000;    49.992;       0.038290;       0.030171;       0.020068;       0.010819;       0.004189;       0.000361;       0.000129;       0.000129;       0.000030;            NaN;       0.970500;       0.859200;       0.616000;       0.332300;       0.123800;       0.009800;       0.003400;       0.003400;       0.000700;            NaN;      81.199997;      91.500000;      99.300003;     100.099998;      96.400002;      88.900002;      86.400002;      84.300003;      75.800003;      72.800003
MOBY_3413_b_oc;MOBY;KennethVoss;    20.817;  -157.209;20100203T203411Z;P10100100;M111110111101110100;    15.000;    49.174;       0.034892;       0.027534;       0.019342;       0.010725;       0.004253;       0.000369;       0.000129;       0.000144;       0.000027;       0.000004;       0.934200;       0.832700;       0.631000;       0.351100;       0.133200;       0.010600;       0.003600;       0.004000;       0.000700;       0.000100;      85.599998;      96.900002;     105.099998;     106.199997;     101.699997;      93.599998;      91.199997;      88.900002;      81.900002;      76.599998
MOBY_3414_b_oc;MOBY;KennethVoss;    20.827;  -157.193;20100206T203411Z;P10100100;M111110111101110100;    14.000;    48.559;       0.032597;       0.026282;       0.017779;       0.009654;       0.003746;       0.000320;       0.000115;       0.000108;       0.000022;       0.000008;       0.909500;       0.828700;       0.606400;       0.330400;       0.123100;       0.009700;       0.003400;       0.003200;       0.000600;       0.000200;      89.400002;     101.300003;     110.300003;     111.500000;     107.199997;      99.099998;      96.900002;      94.599998;      86.900002;      81.699997
MOBY_3415_b_oc;MOBY;KennethVoss;    20.824;  -157.191;20100207T203411Z;P10100100;M111110111101110100;    13.000;    48.341;       0.033485;       0.026559;       0.017547;       0.009375;       0.003581;       0.000312;       0.000109;       0.000102;       0.000022;            NaN;       0.965400;       0.865800;       0.617700;       0.330700;       0.121100;       0.009700;       0.003300;       0.003100;       0.000600;            NaN;      92.500000;     104.900002;     114.099998;     115.199997;     110.599998;     102.099998;      99.699997;      97.300003;      89.099998;      83.699997
MOBY_3416_b_oc;MOBY;KennethVoss;    20.822;  -157.199;20100208T203411Z;P10100100;M111110111101110100;    14.000;    48.126;       0.036080;       0.028398;       0.018740;       0.010044;       0.003919;       0.000347;       0.000125;       0.000114;       0.000022;            NaN;       1.018100;       0.906800;       0.646900;       0.347500;       0.130000;       0.010600;       0.003700;       0.003400;       0.000600;            NaN;      90.500000;     102.699997;     111.800003;     112.900002;     108.400002;     100.099998;      97.599998;      95.300003;      87.400002;      82.199997
MOBY_3417_b_oc;MOBY;KennethVoss;    20.820;  -157.199;20100209T203411Z;P10100100;M111110111101110100;    14.000;    47.901;       0.037163;       0.029270;       0.019369;       0.010417;       0.004087;       0.000362;       0.000130;       0.000119;       0.000027;            NaN;       1.015200;       0.902100;       0.643700;       0.346800;       0.130100;       0.010600;       0.003700;       0.003400;       0.000700;            NaN;      87.599998;      99.099998;     107.599998;     108.599998;     104.000000;      96.000000;      93.800003;      91.599998;      84.199997;      79.099998
MOBY_3418_b_oc;MOBY;KennethVoss;    20.824;  -157.190;20100210T203412Z;P10100100;M111110111101110100;    13.000;    47.670;       0.044528;       0.035143;       0.022794;       0.012049;       0.004661;       0.000403;       0.000142;       0.000131;       0.000030;            NaN;       1.228800;       1.095700;       0.765800;       0.405400;       0.150000;       0.011900;       0.004100;       0.003800;       0.000800;            NaN;      88.599998;     100.400002;     109.000000;     110.000000;     105.400002;      97.199997;      94.900002;      92.699997;      85.099998;      80.099998
MOBY_3419_b_oc;MOBY;KennethVoss;    20.818;  -157.201;20100212T203412Z;P10100100;M111110111101110100;    15.000;    47.205;       0.038690;       0.030819;       0.020033;       0.010597;       0.004052;       0.000349;       0.000123;       0.000115;       0.000027;       0.000004;       1.060000;       0.952800;       0.666500;       0.353100;       0.129200;       0.010200;       0.003500;       0.003300;       0.000700;       0.000100;      88.000000;      99.599998;     108.000000;     109.000000;     104.500000;      96.300003;      93.900002;      91.599998;      84.300003;      79.000000
MOBY_3420_b_oc;MOBY;KennethVoss;    20.817;  -157.206;20100213T203412Z;P10100100;M111110111101110100;    15.000;    46.967;       0.035615;       0.028811;       0.019411;       0.010500;       0.004086;       0.000359;       0.000131;       0.000124;       0.000027;            NaN;       0.970600;       0.885300;       0.641600;       0.347700;       0.129200;       0.010400;       0.003700;       0.003500;       0.000700;            NaN;      87.400002;      98.800003;     107.000000;     108.000000;     103.300003;      95.099998;      92.699997;      90.500000;      82.900002;      78.000000
MOBY_3421_b_oc;MOBY;KennethVoss;    20.819;  -157.207;20100214T203412Z;P10100100;M111110111101110100;    15.000;    46.723;       0.034154;       0.027542;       0.018835;       0.010256;       0.004056;       0.000364;       0.000131;       0.000127;       0.000026;            NaN;       0.973100;       0.885800;       0.653800;       0.356600;       0.134800;       0.011100;       0.003900;       0.003800;       0.000700;            NaN;      91.300003;     103.300003;     112.199997;     113.199997;     108.400002;     100.000000;      97.599998;      95.300003;      86.900002;      82.099998
MOBY_3422_b_oc;MOBY;KennethVoss;    20.829;  -157.191;20100216T203413Z;P10100100;M111110111101110100;    13.000;    46.219;       0.036829;       0.029297;       0.019050;       0.010056;       0.003842;       0.000336;       0.000115;       0.000108;       0.000021;       0.000004;       1.103500;       0.990700;       0.693800;       0.367400;       0.134200;       0.010800;       0.003600;       0.003400;       0.000600;       0.000100;      96.300003;     109.000000;     118.300003;     119.599998;     114.599998;     105.900002;     103.500000;     101.000000;      93.099998;      87.000000
MOBY_3423_b_oc;MOBY;KennethVoss;    20.824;  -157.200;20100217T203413Z;P10100100;M111110111101110100;    15.000;    45.965;       0.035784;       0.028271;       0.018275;       0.009457;       0.003488;       0.000284;       0.000101;       0.000094;       0.000021;       0.000008;       1.047400;       0.936100;       0.651800;       0.338100;       0.119200;       0.008900;       0.003100;       0.002900;       0.000600;       0.000200;      94.199997;     106.900002;     116.099998;     117.300003;     112.400002;     103.699997;     101.300003;      98.800003;      91.300003;      85.000000
MOBY_3424_b_oc;MOBY;KennethVoss;    20.834;  -157.197;20100219T203413Z;P10100100;M111110111101110100;    13.000;    45.447;       0.033852;       0.026577;       0.017142;       0.009142;       0.003540;       0.000330;       0.000115;       0.000099;       0.000022;       0.000014;       1.091100;       0.970500;       0.677200;       0.362000;       0.134200;       0.011500;       0.003900;       0.003400;       0.000700;       0.000400;     103.599998;     117.699997;     128.300003;     129.600006;     124.400002;     114.900002;     112.199997;     109.599998;     100.400002;      94.300003
MOBY_3425_b_oc;MOBY;KennethVoss;    20.830;  -157.206;20100221T203413Z;P10100100;M111110111101110100;    14.000;    44.914;       0.036891;       0.028179;       0.017973;       0.009318;       0.003451;       0.000254;       0.000086;       0.000079;       0.000016;       0.000003;       1.190400;       1.028700;       0.708100;       0.367600;       0.130400;       0.008800;       0.002900;       0.002700;       0.000500;       0.000100;     103.900002;     117.900002;     128.300003;     129.500000;     124.400002;     114.900002;     112.199997;     109.599998;     100.000000;      94.300003
MOBY_3426_b_oc;MOBY;KennethVoss;    20.821;  -157.210;20100222T203414Z;P10100100;M111110111101110100;    15.000;    44.638;       0.038593;       0.029497;       0.018859;       0.009837;       0.003724;       0.000330;       0.000117;       0.000107;       0.000023;       0.000007;       1.229500;       1.062200;       0.732900;       0.383200;       0.139000;       0.011300;       0.003900;       0.003600;       0.000700;       0.000200;     102.500000;     116.199997;     126.400002;     127.699997;     122.699997;     113.400002;     110.699997;     108.000000;      98.900002;      93.000000
MOBY_3427_b_oc;MOBY;KennethVoss;    20.831;  -157.205;20100223T203414Z;P10100100;M111110111101110100;    14.000;    44.365;       0.036562;       0.027786;       0.017534;       0.009128;       0.003449;       0.000296;       0.000098;       0.000086;       0.000018;            NaN;       1.230700;       1.058200;       0.722300;       0.377300;       0.136700;       0.010800;       0.003500;       0.003100;       0.000600;            NaN;     108.300003;     122.900002;     134.000000;     135.500000;     130.300003;     120.699997;     118.000000;     115.199997;     105.699997;      99.199997
MOBY_3428_b_oc;MOBY;KennethVoss;    20.834;  -157.200;20100226T203414Z;P10100100;M111110111101110100;    14.000;    43.521;       0.032367;       0.025189;       0.016114;       0.008511;       0.003280;       0.000309;       0.000105;       0.000093;       0.000020;            NaN;       1.131900;       0.998900;       0.693100;       0.367800;       0.136100;       0.011800;       0.003900;       0.003500;       0.000700;            NaN;     112.300003;     127.699997;     139.500000;     141.199997;     135.899994;     125.800003;     122.800003;     119.900002;     109.800003;     103.199997
MOBY_3429_b_oc;MOBY;KennethVoss;    20.834;  -157.195;20100227T203414Z;P10100100;M111110111101110100;    13.000;    43.232;       0.032675;       0.025673;       0.016447;       0.008633;       0.003297;       0.000304;       0.000106;       0.000094;       0.000021;       0.000003;       1.105100;       0.983000;       0.682600;       0.359900;       0.131900;       0.011200;       0.003800;       0.003400;       0.000700;       0.000100;     108.599998;     123.300003;     134.600006;     136.199997;     131.000000;     121.400002;     118.699997;     115.800003;     106.400002;      99.800003
MOBY_3430_b_oc;MOBY;KennethVoss;    20.836;  -157.194;20100312T203418Z;P10100100;M111110111101110100;    13.000;    38.641;       0.035491;       0.027435;       0.017942;       0.009611;       0.003754;       0.000390;       0.000143;       0.000121;       0.000024;            NaN;       1.231200;       1.077100;       0.762100;       0.410000;       0.153200;       0.014600;       0.005200;       0.004400;       0.000800;            NaN;     110.699997;     125.599998;     136.500000;     137.899994;     132.100006;     121.699997;     118.599998;     115.699997;     106.699997;      99.699997
MOBY_3431_b_oc;MOBY;KennethVoss;    20.830;  -157.209;20100317T203418Z;P10100100;M111110111101110100;    15.000;    37.144;       0.032468;       0.024831;       0.016080;       0.008480;       0.003215;       0.000287;       0.000103;       0.000091;       0.000020;            NaN;       1.168100;       1.014400;       0.715300;       0.379300;       0.138500;       0.011400;       0.004000;       0.003500;       0.000700;            NaN;     114.699997;     130.600006;     142.800003;     144.399994;     139.199997;     128.899994;     125.500000;     122.500000;     111.800003;     105.800003
MOBY_3432_b_oc;MOBY;KennethVoss;    20.829;  -157.209;20100319T203459Z;P10100100;M111110111101110100;    15.000;    36.548;       0.034429;       0.026236;       0.016754;       0.008714;       0.003263;       0.000293;       0.000102;       0.000090;       0.000019;       0.000003;       1.291900;       1.118700;       0.777300;       0.406600;       0.146300;       0.012100;       0.004100;       0.003600;       0.000700;       0.000100;     119.599998;     136.300003;     148.899994;     150.600006;     144.800003;     134.000000;     130.600006;     127.400002;     117.199997;     109.800003
MOBY_3433_b_oc;MOBY;KennethVoss;    20.830;  -157.209;20100320T203419Z;P10100100;M111110111101110100;    15.000;    36.252;       0.033563;       0.025187;       0.016153;       0.008447;       0.003181;       0.000293;       0.000107;       0.000095;       0.000019;       0.000003;       1.245300;       1.058800;       0.737400;       0.387700;       0.140100;       0.011900;       0.004200;       0.003700;       0.000700;       0.000100;     118.199997;     134.300003;     146.399994;     148.000000;     142.100006;     131.300003;     127.699997;     124.500000;     114.500000;     107.199997
